Style,ATS COLOR,COLOR,SIZE,URL,INDEX
0654W,PURPLE, Purple,24W,https://dl.dropboxusercontent.com/s/rvwxmgbvab9mh9n/0654%20purple_wm.jpg?dl=0,0
0654W,PURPLE, Purple,26W,https://dl.dropboxusercontent.com/s/rvwxmgbvab9mh9n/0654%20purple_wm.jpg?dl=0,0
0654W,RED, Red,14W,https://dl.dropboxusercontent.com/s/ac0kbp8v4m838ne/0654%20red_wm.jpg?dl=0,0
0654W,RED, Red,16W,https://dl.dropboxusercontent.com/s/ac0kbp8v4m838ne/0654%20red_wm.jpg?dl=0,0
0654W,RED, Red,18W,https://dl.dropboxusercontent.com/s/ac0kbp8v4m838ne/0654%20red_wm.jpg?dl=0,0
0654W,RED, Red,20W,https://dl.dropboxusercontent.com/s/ac0kbp8v4m838ne/0654%20red_wm.jpg?dl=0,0
0654W,RED, Red,22W,https://dl.dropboxusercontent.com/s/ac0kbp8v4m838ne/0654%20red_wm.jpg?dl=0,0
0654W,RED, Red,24W,https://dl.dropboxusercontent.com/s/ac0kbp8v4m838ne/0654%20red_wm.jpg?dl=0,0
0654W,RED, Red,26W,https://dl.dropboxusercontent.com/s/ac0kbp8v4m838ne/0654%20red_wm.jpg?dl=0,0
0654W,RYL, Royal,14W,https://dl.dropboxusercontent.com/s/vpd96zmvyi6e964/0654%20royal_wm.jpg?dl=0,0
0654W,RYL, Royal,16W,https://dl.dropboxusercontent.com/s/vpd96zmvyi6e964/0654%20royal_wm.jpg?dl=0,0
0654W,RYL, Royal,18W,https://dl.dropboxusercontent.com/s/vpd96zmvyi6e964/0654%20royal_wm.jpg?dl=0,0
0654W,RYL, Royal,20W,https://dl.dropboxusercontent.com/s/vpd96zmvyi6e964/0654%20royal_wm.jpg?dl=0,0
0654W,RYL, Royal,22W,https://dl.dropboxusercontent.com/s/vpd96zmvyi6e964/0654%20royal_wm.jpg?dl=0,0
0654W,RYL, Royal,24W,https://dl.dropboxusercontent.com/s/vpd96zmvyi6e964/0654%20royal_wm.jpg?dl=0,0
