IN,Supplier Sku,YES,Quantity,Blank,Blank,Blank,Blank,Decription,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,SKU,JCPENNEY
IN,G1007W-CHOCOLATE-22W,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602680257,JCPENNEY
IN,G1007W-CHOCOLATE-24W,Yes,1,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602680265,JCPENNEY
IN,G1007W-EMERALD-14W,Yes,2,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602680414,JCPENNEY
IN,G1007W-EMERALD-16W,Yes,2,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602680422,JCPENNEY
IN,G1007W-EMERALD-18W,Yes,1,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602680430,JCPENNEY
IN,G1007W-EMERALD-20W,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602680448,JCPENNEY
IN,G1007W-EMERALD-22W,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602680455,JCPENNEY
IN,G1007W-EMERALD-24W,Yes,2,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602680463,JCPENNEY
IN,G1007W-RED-14W,Yes,2,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602680612,JCPENNEY
IN,G1007W-RED-16W,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602680620,JCPENNEY
IN,G1007W-RED-18W,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602680638,JCPENNEY
IN,G1007W-RED-20W,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602680646,JCPENNEY
IN,G1007W-RED-22W,Yes,2,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602680653,JCPENNEY
IN,G1007W-RED-24W,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602680661,JCPENNEY
IN,G1007W-RED-26W,Yes,2,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602680679,JCPENNEY
IN,G1018-BLACK-10,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928650067,JCPENNEY
IN,G1018-BLACK-12,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928650075,JCPENNEY
IN,G1018-BLACK-14,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928650083,JCPENNEY
IN,G1018-BLACK-16,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928650091,JCPENNEY
IN,G1018-BLACK-18,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928650109,JCPENNEY
IN,G1018-GINGER-10,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928650265,JCPENNEY
IN,G1018-GINGER-12,Yes,1,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928650273,JCPENNEY
IN,G1018-GINGER-14,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928650281,JCPENNEY
IN,G1018-GINGER-16,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928650299,JCPENNEY
IN,G1018-GINGER-18,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928650307,JCPENNEY
IN,G1018-NAVY-10,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928650463,JCPENNEY
IN,G1018-NAVY-12,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928650471,JCPENNEY
IN,G1018-NAVY-14,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928650489,JCPENNEY
IN,G1018-NAVY-16,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928650497,JCPENNEY
IN,G1018-NAVY-18,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928650505,JCPENNEY
IN,G1018W-BLACK-14W,Yes,1,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602670018,JCPENNEY
IN,G1018W-BLACK-16W,Yes,2,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602670026,JCPENNEY
IN,G1018W-BLACK-18W,Yes,1,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602670034,JCPENNEY
IN,G1018W-BLACK-20W,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602670042,JCPENNEY
IN,G1018W-BLACK-22W,Yes,2,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602670059,JCPENNEY
IN,G1018W-BLACK-24W,Yes,2,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602670067,JCPENNEY
IN,G1018W-BLACK-26W,Yes,2,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602670075,JCPENNEY
IN,G1018W-GINGER-14W,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602670216,JCPENNEY
IN,G1018W-GINGER-16W,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602670224,JCPENNEY
IN,G1018W-GINGER-18W,Yes,2,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602670232,JCPENNEY
IN,G1018W-GINGER-20W,Yes,2,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602670240,JCPENNEY
IN,G1018W-GINGER-22W,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602670257,JCPENNEY
IN,G1018W-GINGER-24W,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602670265,JCPENNEY
IN,G1018W-GINGER-26W,Yes,1,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602670273,JCPENNEY
IN,G1018W-NAVY-14W,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602670414,JCPENNEY
IN,G1018W-NAVY-16W,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602670422,JCPENNEY
IN,G1018W-NAVY-18W,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602670430,JCPENNEY
IN,G1018W-NAVY-20W,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602670448,JCPENNEY
IN,G1018W-NAVY-22W,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602670455,JCPENNEY
IN,G1018W-NAVY-24W,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602670463,JCPENNEY
IN,G1018W-NAVY-26W,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602670471,JCPENNEY
IN,G1018W-WHITE-16W,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602670620,JCPENNEY
IN,G1018W-WHITE-18W,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602670638,JCPENNEY
IN,G1018W-WHITE-20W,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602670646,JCPENNEY
IN,G1018W-WHITE-22W,Yes,2,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602670653,JCPENNEY
IN,G1018W-WHITE-24W,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602670661,JCPENNEY
IN,G1018W-WHITE-26W,Yes,2,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602670679,JCPENNEY
IN,G1032-BLACK SILVER-10,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928330067,JCPENNEY
IN,G1032-BLACK SILVER-12,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928330075,JCPENNEY
IN,G1032-BLACK SILVER-14,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928330083,JCPENNEY
IN,G1032-BLACK SILVER-16,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928330091,JCPENNEY
IN,G1032-BLACK SILVER-18,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928330109,JCPENNEY
IN,G1032W-BLACK SILVER-14W,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602570018,JCPENNEY
IN,G1032W-BLACK SILVER-16W,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602570026,JCPENNEY
IN,G1032W-BLACK SILVER-18W,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602570034,JCPENNEY
IN,G1032W-BLACK SILVER-20W,Yes,1,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602570042,JCPENNEY
IN,G1032W-BLACK SILVER-22W,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602570059,JCPENNEY
IN,G1032W-BLACK SILVER-24W,Yes,1,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602570067,JCPENNEY
IN,G1032W-BLACK SILVER-26W,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602570075,JCPENNEY
IN,G1039-BLACK WHITE-10,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928350067,JCPENNEY
IN,G1039-BLACK WHITE-12,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928350075,JCPENNEY
IN,G1039-BLACK WHITE-14,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928350083,JCPENNEY
IN,G1039-BLACK WHITE-16,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928350091,JCPENNEY
IN,G1039-BLACK WHITE-18,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928350109,JCPENNEY
IN,G1039-EMERALD WHITE-10,Yes,2,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928350265,JCPENNEY
IN,G1039-EMERALD WHITE-12,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928350273,JCPENNEY
IN,G1039-EMERALD WHITE-14,Yes,2,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928350281,JCPENNEY
IN,G1039-EMERALD WHITE-16,Yes,2,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928350299,JCPENNEY
IN,G1039-EMERALD WHITE-18,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928350307,JCPENNEY
IN,G1039-GOLD WHITE-10,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928350463,JCPENNEY
IN,G1039-GOLD WHITE-12,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928350471,JCPENNEY
IN,G1039-GOLD WHITE-14,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928350489,JCPENNEY
IN,G1039-GOLD WHITE-16,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928350497,JCPENNEY
IN,G1039-GOLD WHITE-18,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928350505,JCPENNEY
IN,G1039W-EMERALD WHITE-14W,Yes,2,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602590216,JCPENNEY
IN,G1039W-EMERALD WHITE-16W,Yes,2,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602590224,JCPENNEY
IN,G1039W-EMERALD WHITE-18W,Yes,2,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602590232,JCPENNEY
IN,G1039W-EMERALD WHITE-20W,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602590240,JCPENNEY
IN,G1039W-EMERALD WHITE-22W,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602590257,JCPENNEY
IN,G1039W-EMERALD WHITE-24W,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602590265,JCPENNEY
IN,G1039W-EMERALD WHITE-26W,Yes,1,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602590273,JCPENNEY
IN,G1039W-GOLD WHITE-14W,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602590414,JCPENNEY
IN,G1039W-GOLD WHITE-16W,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602590422,JCPENNEY
IN,G1039W-GOLD WHITE-18W,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602590430,JCPENNEY
IN,G1039W-GOLD WHITE-20W,Yes,2,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602590448,JCPENNEY
IN,G1039W-GOLD WHITE-22W,Yes,2,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602590455,JCPENNEY
IN,G1039W-GOLD WHITE-24W,Yes,2,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602590463,JCPENNEY
IN,G1039W-GOLD WHITE-26W,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602590471,JCPENNEY
IN,G1042-EMERALD WHITE-10,Yes,2,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928340067,JCPENNEY
IN,G1042-EMERALD WHITE-12,Yes,2,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928340075,JCPENNEY
IN,G1042-EMERALD WHITE-14,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928340083,JCPENNEY
IN,G1042-EMERALD WHITE-16,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928340091,JCPENNEY
IN,G1042-EMERALD WHITE-18,Yes,2,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928340109,JCPENNEY
IN,G1042-GOLD WHITE-10,Yes,2,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928340265,JCPENNEY
IN,G1042-GOLD WHITE-12,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928340273,JCPENNEY
IN,G1042-GOLD WHITE-14,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928340281,JCPENNEY
IN,G1042-GOLD WHITE-16,Yes,1,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928340299,JCPENNEY
IN,G1042-GOLD WHITE-18,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928340307,JCPENNEY
IN,G1042W-EMERALD-14W,Yes,2,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602580018,JCPENNEY
IN,G1042W-EMERALD-16W,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602580026,JCPENNEY
IN,G1042W-EMERALD-18W,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602580034,JCPENNEY
IN,G1042W-EMERALD-20W,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602580042,JCPENNEY
IN,G1042W-EMERALD-22W,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602580059,JCPENNEY
IN,G1042W-EMERALD-24W,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602580067,JCPENNEY
IN,G1042W-GOLD WHITE-14W,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602580216,JCPENNEY
IN,G1042W-GOLD WHITE-16W,Yes,2,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602580224,JCPENNEY
IN,G1042W-GOLD WHITE-18W,Yes,2,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602580232,JCPENNEY
IN,G1042W-GOLD WHITE-20W,Yes,1,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602580240,JCPENNEY
IN,G1042W-GOLD WHITE-22W,Yes,2,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602580257,JCPENNEY
IN,G1042W-GOLD WHITE-24W,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602580265,JCPENNEY
IN,G1042-WHITE-10,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928340463,JCPENNEY
IN,G1042-WHITE-12,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928340471,JCPENNEY
IN,G1042-WHITE-14,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928340489,JCPENNEY
IN,G1042-WHITE-16,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928340497,JCPENNEY
IN,G1042-WHITE-18,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,69928340505,JCPENNEY
IN,G1042W-WHITE-14W,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602580414,JCPENNEY
IN,G1042W-WHITE-16W,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602580422,JCPENNEY
IN,G1042W-WHITE-18W,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602580430,JCPENNEY
IN,G1042W-WHITE-20W,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602580448,JCPENNEY
IN,G1042W-WHITE-22W,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602580455,JCPENNEY
IN,G1042W-WHITE-24W,Yes,0,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,87602580463,JCPENNEY
IN,G1047-ICEBLUE-10,Yes,1,,,,,2PC JKT DRS,,,,,,,,,,,,,,22001840067,JCPENNEY
IN,G1047-ICEBLUE-12,Yes,2,,,,,2PC JKT DRS,,,,,,,,,,,,,,22001840075,JCPENNEY
IN,G1047-ICEBLUE-14,Yes,2,,,,,2PC JKT DRS,,,,,,,,,,,,,,22001840083,JCPENNEY
IN,G1047-ICEBLUE-16,Yes,3,,,,,2PC JKT DRS,,,,,,,,,,,,,,22001840091,JCPENNEY
IN,G1047-ICEBLUE-18,Yes,2,,,,,2PC JKT DRS,,,,,,,,,,,,,,22001840109,JCPENNEY
IN,G1047-ICEBLUE-8,Yes,0,,,,,2PC JKT DRS,,,,,,,,,,,,,,22001840059,JCPENNEY
IN,G1047-PINK-10,Yes,1,,,,,2PC JKT DRS,,,,,,,,,,,,,,22001840265,JCPENNEY
IN,G1047-PINK-12,Yes,3,,,,,2PC JKT DRS,,,,,,,,,,,,,,22001840273,JCPENNEY
IN,G1047-PINK-14,Yes,3,,,,,2PC JKT DRS,,,,,,,,,,,,,,22001840281,JCPENNEY
IN,G1047-PINK-16,Yes,3,,,,,2PC JKT DRS,,,,,,,,,,,,,,22001840299,JCPENNEY
IN,G1047-PINK-18,Yes,3,,,,,2PC JKT DRS,,,,,,,,,,,,,,22001840307,JCPENNEY
IN,G1047-PINK-8,Yes,0,,,,,2PC JKT DRS,,,,,,,,,,,,,,22001840257,JCPENNEY
IN,G1047-WHITE-10,Yes,0,,,,,2PC JKT DRS,,,,,,,,,,,,,,22001840463,JCPENNEY
IN,G1047-WHITE-12,Yes,0,,,,,2PC JKT DRS,,,,,,,,,,,,,,22001840471,JCPENNEY
IN,G1047-WHITE-14,Yes,0,,,,,2PC JKT DRS,,,,,,,,,,,,,,22001840489,JCPENNEY
IN,G1047-WHITE-16,Yes,2,,,,,2PC JKT DRS,,,,,,,,,,,,,,22001840497,JCPENNEY
IN,G1047-WHITE-18,Yes,3,,,,,2PC JKT DRS,,,,,,,,,,,,,,22001840505,JCPENNEY
IN,G1047-WHITE-8,Yes,0,,,,,2PC JKT DRS,,,,,,,,,,,,,,22001840455,JCPENNEY
IN,G1047W-ICEBLUE-14W,Yes,2,,,,,2PC JKT DRS,,,,,,,,,,,,,,87605650018,JCPENNEY
IN,G1047W-ICEBLUE-16W,Yes,3,,,,,2PC JKT DRS,,,,,,,,,,,,,,87605650026,JCPENNEY
IN,G1047W-ICEBLUE-18W,Yes,3,,,,,2PC JKT DRS,,,,,,,,,,,,,,87605650034,JCPENNEY
IN,G1047W-ICEBLUE-20W,Yes,3,,,,,2PC JKT DRS,,,,,,,,,,,,,,87605650042,JCPENNEY
IN,G1047W-ICEBLUE-22W,Yes,3,,,,,2PC JKT DRS,,,,,,,,,,,,,,87605650059,JCPENNEY
IN,G1047W-ICEBLUE-24W,Yes,2,,,,,2PC JKT DRS,,,,,,,,,,,,,,87605650067,JCPENNEY
IN,G1047W-PINK-14W,Yes,3,,,,,2PC JKT DRS,,,,,,,,,,,,,,87605650216,JCPENNEY
IN,G1047W-PINK-16W,Yes,3,,,,,2PC JKT DRS,,,,,,,,,,,,,,87605650224,JCPENNEY
IN,G1047W-PINK-18W,Yes,3,,,,,2PC JKT DRS,,,,,,,,,,,,,,87605650232,JCPENNEY
IN,G1047W-PINK-20W,Yes,3,,,,,2PC JKT DRS,,,,,,,,,,,,,,87605650240,JCPENNEY
IN,G1047W-PINK-22W,Yes,3,,,,,2PC JKT DRS,,,,,,,,,,,,,,87605650257,JCPENNEY
IN,G1047W-PINK-24W,Yes,2,,,,,2PC JKT DRS,,,,,,,,,,,,,,87605650265,JCPENNEY
IN,G1047W-WHITE-14W,Yes,2,,,,,2PC JKT DRS,,,,,,,,,,,,,,87605650414,JCPENNEY
IN,G1047W-WHITE-16W,Yes,3,,,,,2PC JKT DRS,,,,,,,,,,,,,,87605650422,JCPENNEY
IN,G1047W-WHITE-18W,Yes,3,,,,,2PC JKT DRS,,,,,,,,,,,,,,87605650430,JCPENNEY
IN,G1047W-WHITE-20W,Yes,3,,,,,2PC JKT DRS,,,,,,,,,,,,,,87605650448,JCPENNEY
IN,G1047W-WHITE-22W,Yes,2,,,,,2PC JKT DRS,,,,,,,,,,,,,,87605650455,JCPENNEY
IN,G1047W-WHITE-24W,Yes,2,,,,,2PC JKT DRS,,,,,,,,,,,,,,87605650463,JCPENNEY
IN,G1048-LEMYELLOW-10,Yes,2,,,,,2 PC LACE SUIT,,,,,,,,,,,,,,81503130067,JCPENNEY
IN,G1048-LEMYELLOW-12,Yes,3,,,,,2 PC LACE SUIT,,,,,,,,,,,,,,81503130075,JCPENNEY
IN,G1048-LEMYELLOW-14,Yes,3,,,,,2 PC LACE SUIT,,,,,,,,,,,,,,81503130083,JCPENNEY
IN,G1048-LEMYELLOW-16,Yes,3,,,,,2 PC LACE SUIT,,,,,,,,,,,,,,81503130091,JCPENNEY
IN,G1048-LEMYELLOW-18,Yes,3,,,,,2 PC LACE SUIT,,,,,,,,,,,,,,81503130109,JCPENNEY
IN,G1048-ROSEPINK-10,Yes,3,,,,,2 PC LACE SUIT,,,,,,,,,,,,,,81503130265,JCPENNEY
IN,G1048-ROSEPINK-12,Yes,3,,,,,2 PC LACE SUIT,,,,,,,,,,,,,,81503130273,JCPENNEY
IN,G1048-ROSEPINK-14,Yes,2,,,,,2 PC LACE SUIT,,,,,,,,,,,,,,81503130281,JCPENNEY
IN,G1048-ROSEPINK-16,Yes,3,,,,,2 PC LACE SUIT,,,,,,,,,,,,,,81503130299,JCPENNEY
IN,G1048-ROSEPINK-18,Yes,3,,,,,2 PC LACE SUIT,,,,,,,,,,,,,,81503130307,JCPENNEY
IN,G1048-WHITE-10,Yes,0,,,,,2 PC LACE SUIT,,,,,,,,,,,,,,81503130463,JCPENNEY
IN,G1048-WHITE-12,Yes,1,,,,,2 PC LACE SUIT,,,,,,,,,,,,,,81503130471,JCPENNEY
IN,G1048-WHITE-14,Yes,0,,,,,2 PC LACE SUIT,,,,,,,,,,,,,,81503130489,JCPENNEY
IN,G1048-WHITE-16,Yes,0,,,,,2 PC LACE SUIT,,,,,,,,,,,,,,81503130497,JCPENNEY
IN,G1048-WHITE-18,Yes,0,,,,,2 PC LACE SUIT,,,,,,,,,,,,,,81503130505,JCPENNEY
IN,G1048W-LEMYELLOW-14W,Yes,2,,,,,2 PC LACE SUIT,,,,,,,,,,,,,,81501310018,JCPENNEY
IN,G1048W-LEMYELLOW-16W,Yes,3,,,,,2 PC LACE SUIT,,,,,,,,,,,,,,81501310026,JCPENNEY
IN,G1048W-LEMYELLOW-18W,Yes,3,,,,,2 PC LACE SUIT,,,,,,,,,,,,,,81501310034,JCPENNEY
IN,G1048W-LEMYELLOW-20W,Yes,2,,,,,2 PC LACE SUIT,,,,,,,,,,,,,,81501310042,JCPENNEY
IN,G1048W-LEMYELLOW-22W,Yes,3,,,,,2 PC LACE SUIT,,,,,,,,,,,,,,81501310059,JCPENNEY
IN,G1048W-LEMYELLOW-24W,Yes,3,,,,,2 PC LACE SUIT,,,,,,,,,,,,,,81501310067,JCPENNEY
IN,G1048W-ROSEPINK-14W,Yes,2,,,,,2 PC LACE SUIT,,,,,,,,,,,,,,81501310216,JCPENNEY
IN,G1048W-ROSEPINK-16W,Yes,3,,,,,2 PC LACE SUIT,,,,,,,,,,,,,,81501310224,JCPENNEY
IN,G1048W-ROSEPINK-18W,Yes,3,,,,,2 PC LACE SUIT,,,,,,,,,,,,,,81501310232,JCPENNEY
IN,G1048W-ROSEPINK-20W,Yes,3,,,,,2 PC LACE SUIT,,,,,,,,,,,,,,81501310240,JCPENNEY
IN,G1048W-ROSEPINK-22W,Yes,3,,,,,2 PC LACE SUIT,,,,,,,,,,,,,,81501310257,JCPENNEY
IN,G1048W-ROSEPINK-24W,Yes,3,,,,,2 PC LACE SUIT,,,,,,,,,,,,,,81501310265,JCPENNEY
IN,G1048W-WHITE-16W,Yes,2,,,,,2 PC LACE SUIT,,,,,,,,,,,,,,81501310422,JCPENNEY
IN,G1048W-WHITE-18W,Yes,0,,,,,2 PC LACE SUIT,,,,,,,,,,,,,,81501310430,JCPENNEY
IN,G1048W-WHITE-20W,Yes,3,,,,,2 PC LACE SUIT,,,,,,,,,,,,,,81501310448,JCPENNEY
IN,G1048W-WHITE-22W,Yes,3,,,,,2 PC LACE SUIT,,,,,,,,,,,,,,81501310455,JCPENNEY
IN,G1048W-WHITE-24W,Yes,2,,,,,2 PC LACE SUIT,,,,,,,,,,,,,,81501310463,JCPENNEY
IN,G1049-ROSEPINK-10,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,81501340067,JCPENNEY
IN,G1049-ROSEPINK-12,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,81501340075,JCPENNEY
IN,G1049-ROSEPINK-14,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,81501340083,JCPENNEY
IN,G1049-ROSEPINK-16,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,81501340091,JCPENNEY
IN,G1049-ROSEPINK-18,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,81501340109,JCPENNEY
IN,G1049-ROSEPINK-8,Yes,2,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,81501340059,JCPENNEY
IN,G1049-WHITE-10,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,81501340265,JCPENNEY
IN,G1049-WHITE-12,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,81501340273,JCPENNEY
IN,G1049-WHITE-14,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,81501340281,JCPENNEY
IN,G1049-WHITE-16,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,81501340299,JCPENNEY
IN,G1049-WHITE-18,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,81501340307,JCPENNEY
IN,G1049-WHITE-8,Yes,2,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,81501340257,JCPENNEY
IN,G1049W-ROSEPINK-14W,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,81501320018,JCPENNEY
IN,G1049W-ROSEPINK-16W,Yes,3,,,,,3 PC SKRT SUIT,,,,,,,,,,,,,,81501320026,JCPENNEY
