OS CODE,WINFA CODE,COLOR,SIZE,,,,
G1046W-Turq-16W,,,G1046W,TURQ,,,
G1046W-Turq-18W,,,G1046W,TURQ,,,
G1046W-Turq-20W,,,G1046W,TURQ,,,
G1046W-Turq-22W,,,G1046W,TURQ,,,
G1046W-Turq-24W,,,G1046W,TURQ,,,
G1046W-White-14W,,,,,,,
G1046W-White-16W,,,,,,,
G1046W-White-18W,,,,,,,
G1046W-White-20W,,,,,,,
G1046W-White-22W,,,,,,,
G1046W-White-24W,,,,,,,
G1047-Emerald-14,G1047,Emerald,,,,,
G1047-Emerald-16,G1047,Emerald,,,,,
G1047-Emerald-18,G1047,Emerald,,,,,
G1047-Ice Blue-10,G1047,ICE BLUE,,,,,
G1047-Ice Blue-12,G1047,ICE BLUE,,,,,
G1047-Ice Blue-14,G1047,ICE BLUE,,,,,
G1047-Ice Blue-16,G1047,ICE BLUE,,,,,
G1047-Ice Blue-18,G1047,ICE BLUE,,,,,
G1047-Ice Blue-8,G1047,ICE BLUE,,,,,
G1047-Pink-10,G1047,PINK,,,,,
G1047-Pink-12,G1047,PINK,,,,,
G1047-Pink-14,G1047,PINK,,,,,
G1047-Pink-16,G1047,PINK,,,,,
G1047-Pink-18,G1047,PINK,,,,,
G1047-Pink-8,G1047,PINK,,,,,
G1047W-Emerald-14W,G1047W,Emerald,,,,,
G1047W-Emerald-16W,G1047W,Emerald,,,,,
G1047W-Emerald-18W,G1047W,Emerald,,,,,
G1047W-Emerald-20W,G1047W,Emerald,,,,,
G1047W-Emerald-22W,G1047W,Emerald,,,,,
G1047W-Emerald-24W,G1047W,Emerald,,,,,
G1047-White-10,G1047W,WHT,,,,,
G1047-White-12,G1047,WHT,,,,,
G1047-White-14,G1047,WHT,,,,,
G1047-White-16,G1047,WHT,,,,,
G1047-White-18,G1047,WHT,,,,,
G1047-White-8,G1047,WHT,,,,,
G1047W-Ice Blue-14W,G1047W,ICE BLUE,,,,,
G1047W-Ice Blue-16W,G1047W,ICE BLUE,,,,,
G1047W-Ice Blue-18W,G1047W,ICE BLUE,,,,,
G1047W-Ice Blue-20W,G1047W,ICE BLUE,,,,,
G1047W-Ice Blue-22W,G1047W,ICE BLUE,,,,,
G1047W-Ice Blue-24W,G1047W,ICE BLUE,,,,,
G1047W-Pink-14W,G1047W,PINK,,,,,
G1047W-Pink-16W,G1047W,PINK,,,,,
G1047W-Pink-18W,G1047W,PINK,,,,,
G1047W-Pink-20W,G1047W,PINK,,,,,
G1047W-Pink-22W,G1047W,PINK,,,,,
G1047W-Pink-24W,G1047W,PINK,,,,,
G1047W-White-14W,G1047W,WHT,,,,,
G1047W-White-16W,G1047W,WHT,,,,,
G1047W-White-18W,G1047W,WHT,,,,,
G1047W-White-20W,G1047W,WHT,,,,,
G1047W-White-22W,G1047W,WHT,,,,,
G1047W-White-24W,G1047W,WHT,,,,,
G1048-Lemon Yel-10,G1048,LEMON YEL,,,,,
G1048-Lemon Yel-12,G1048,LEMON YEL,,,,,
G1048-Lemon Yel-14,G1048,LEMON YEL,,,,,
G1048-Lemon Yel-16,G1048,LEMON YEL,,,,,
G1048-Lemon Yel-18,G1048,LEMON YEL,,,,,
G1048-Rose Pink-10,G1048,ROSE PINK,,,,,
G1048-Rose Pink-12,G1048,ROSE PINK,,,,,
G1048-Rose Pink-14,G1048,ROSE PINK,,,,,
G1048-Rose Pink-16,G1048,ROSE PINK,,,,,
G1048-Rose Pink-18,G1048,ROSE PINK,,,,,
G1048-White-10,G1048,WHT,,,,,
G1048-White-12,G1048,WHT,,,,,
G1048-White-14,G1048,WHT,,,,,
G1048-White-16,G1048,WHT,,,,,
G1048-White-18,G1048,WHT,,,,,
G1048W-Lemon Yel-14W,G1048W,LEMON YEL,,,,,
G1048W-Lemon Yel-16W,G1048W,LEMON YEL,,,,,
G1048W-Lemon Yel-18W,G1048W,LEMON YEL,,,,,
G1048W-Lemon Yel-20W,G1048W,LEMON YEL,,,,,
G1048W-Lemon Yel-22W,G1048W,LEMON YEL,,,,,
G1048W-Lemon Yel-24W,G1048W,LEMON YEL,,,,,
G1048W-Rose Pink-14W,G1048W,ROSE PINK,,,,,
G1048W-Rose Pink-16W,G1048W,ROSE PINK,,,,,
G1048W-Rose Pink-18W,G1048W,ROSE PINK,,,,,
G1048W-Rose Pink-20W,G1048W,ROSE PINK,,,,,
G1048W-Rose Pink-22W,G1048W,ROSE PINK,,,,,
G1048W-Rose Pink-24W,G1048W,ROSE PINK,,,,,
G1048W-White-14W,G1048W,WHT,,,,,
G1048W-White-16W,G1048W,WHT,,,,,
G1048W-White-18W,G1048W,WHT,,,,,
G1048W-White-20W,G1048W,WHT,,,,,
G1048W-White-22W,G1048W,WHT,,,,,
G1048W-White-24W,G1048W,WHT,,,,,
G1049-Rose Pink-10,G1049,ROSE PINK,,,,,
G1049-Rose Pink-12,G1049,ROSE PINK,,,,,
G1049-Rose Pink-14,G1049,ROSE PINK,,,,,
G1049-Rose Pink-16,G1049,ROSE PINK,,,,,
G1049-Rose Pink-18,G1049,ROSE PINK,,,,,
G1049-Rose Pink-8,G1049,ROSE PINK,,,,,
G1049-White-10,G1049,WHT,,,,,
G1049-White-12,G1049,WHT,,,,,
G1049-White-14,G1049,WHT,,,,,
G1049-White-16,G1049,WHT,,,,,
G1049-White-18,G1049,WHT,,,,,
G1049-White-8,G1049,WHT,,,,,
G1049W-Rose Pink-14W,G1049W,ROSE PINK,,,,,
G1049W-Rose Pink-16W,G1049W,ROSE PINK,,,,,
G1049W-Rose Pink-18W,G1049W,ROSE PINK,,,,,
G1049W-Rose Pink-20W,G1049W,ROSE PINK,,,,,
G1049W-Rose Pink-22W,G1049W,ROSE PINK,,,,,
G1049W-Rose Pink-24W,G1049W,ROSE PINK,,,,,
G1049W-Rose Pink-26W,G1049W,ROSE PINK,,,,,
G1049W-White-14W,G1049W,WHT,,,,,
G1049W-White-16W,G1049W,WHT,,,,,
G1049W-White-18W,G1049W,WHT,,,,,
G1049W-White-20W,G1049W,WHT,,,,,
G1049W-White-22W,G1049W,WHT,,,,,
G1049W-White-24W,G1049W,WHT,,,,,
G1049W-White-26W,G1049W,WHT,,,,,
G1050-Peach-10,G1050,PEACH,,,,,
G1050-Peach-12,G1050,PEACH,,,,,
G1050-Peach-14,G1050,PEACH,,,,,
G1050-Peach-16,G1050,PEACH,,,,,
G1050-Peach-18,G1050,PEACH,,,,,
G1050-White-10,G1050,WHT,,,,,
G1050-White-12,G1050,WHT,,,,,
G1050-White-14,G1050,WHT,,,,,
G1050-White-16,G1050,WHT,,,,,
G1050-White-18,G1050,WHT,,,,,
G1050W-Peach-14W,G1050W,PEACH,,,,,
G1050W-Peach-16W,G1050W,PEACH,,,,,
G1050W-Peach-18W,G1050W,PEACH,,,,,
G1050W-Peach-20W,G1050W,PEACH,,,,,
G1050W-Peach-22W,G1050W,PEACH,,,,,
G1050W-Peach-24W,G1050W,PEACH,,,,,
G1050W-Peach-26W,G1050W,PEACH,,,,,
G1050W-White-14W,G1050W,WHT,,,,,
G1050W-White-16W,G1050W,WHT,,,,,
G1050W-White-18W,G1050W,WHT,,,,,
G1050W-White-20W,G1050W,WHT,,,,,
G1050W-White-22W,G1050W,WHT,,,,,
G1050W-White-24W,G1050W,WHT,,,,,
G1050W-White-26W,G1050W,WHT,,,,,
G1051-Green-10,,,,,,,
G1051-Green-12,,,,,,,
G1051-Green-14,,,,,,,
G1051-Green-16,,,,,,,
G1051-Green-18,,,,,,,
G1051W-Green-14W,G1051W,GREEN,,,,,
G1051W-Green-16W,G1051W,GREEN,,,,,
G1051W-Green-18W,G1051W,GREEN,,,,,
G1051W-Green-20W,G1051W,GREEN,,,,,
G1051W-Green-22W,G1051W,GREEN,,,,,
G1051W-Green-24W,G1051W,GREEN,,,,,
G1051W-Green-26W,G1051W,GREEN,,,,,
G1052-Champ-10,,,,,,,
G1052-Champ-12,,,,,,,
G1052-Champ-14,,,,,,,
G1052-Champ-16,,,,,,,
G1052-Champ-18,,,,,,,
G1052W-Champ-14W,G1052W,CHAM,,,,,
G1052W-Champ-16W,G1052W,CHAM,,,,,
G1052W-Champ-18W,G1052W,CHAM,,,,,
G1052W-Champ-20W,G1052W,CHAM,,,,,
G1052W-Champ-22W,G1052W,CHAM,,,,,
G1052W-Champ-24W,G1052W,CHAM,,,,,
G1052W-Champ-26W,G1052W,CHAM,,,,,
G1053-Navy/wht-10,G1053,NVY/W,,,,,
G1053-Navy/wht-12,G1053,NVY/W,,,,,
G1053-Navy/wht-14,G1053,NVY/W,,,,,
G1053-Navy/wht-16,G1053,NVY/W,,,,,
G1053-Navy/wht-18,G1053,NVY/W,,,,,
G1053W-Navy/wht-14W,G1053W,NVY/W,,,,,
G1053W-Navy/wht-16W,G1053W,NVY/W,,,,,
G1053W-Navy/wht-18W,G1053W,NVY/W,,,,,
G1053W-Navy/wht-20W,G1053W,NVY/W,,,,,
G1053W-Navy/wht-22W,G1053W,NVY/W,,,,,
G1053W-Navy/wht-24W,G1053W,NVY/W,,,,,
G1055-Navy/Wht-10,G1055,NVY/W,,,,,
G1055-Navy/Wht-12,G1055,NVY/W,,,,,
G1055-Navy/Wht-14,G1055,NVY/W,,,,,
G1055-Navy/Wht-16,G1055,NVY/W,,,,,
G1055-Navy/Wht-18,G1055,NVY/W,,,,,
G1055-Navy/Wht-8,G1055,NVY/W,,,,,
G1055-Pur/Wht-10,G1055,PURP/WHITE,,,,,
G1055-Pur/Wht-12,G1055,PURP/WHITE,,,,,
G1055-Pur/Wht-14,G1055,PURP/WHITE,,,,,
G1055-Pur/Wht-16,G1055,PURP/WHITE,,,,,
G1055-Pur/Wht-18,G1055,PURP/WHITE,,,,,
G1055-Pur/Wht-8,G1055,PURP/WHITE,,,,,
G1055W-Navy/Wht-14W,G1055W,NVY/W,,,,,
G1055W-Navy/Wht-16W,G1055W,NVY/W,,,,,
G1055W-Navy/Wht-18W,G1055W,NVY/W,,,,,
G1055W-Navy/Wht-20W,G1055W,NVY/W,,,,,
G1055W-Navy/Wht-22W,G1055W,NVY/W,,,,,
G1055W-Navy/Wht-24W,G1055W,NVY/W,,,,,
G1055W-Navy/Wht-26W,G1055W,NVY/W,,,,,
G1055W-Pur/Wht-14W,G1055W,PURP/WHITE,,,,,
G1055W-Pur/Wht-16W,G1055W,PURP/WHITE,,,,,
G1055W-Pur/Wht-18W,G1055W,PURP/WHITE,,,,,
G1055W-Pur/Wht-20W,G1055W,PURP/WHITE,,,,,
G1055W-Pur/Wht-22W,G1055W,PURP/WHITE,,,,,
G1055W-Pur/Wht-24W,G1055W,PURP/WHITE,,,,,
G1055W-Pur/Wht-26W,G1055W,PURP/WHITE,,,,,
G1056-Navy/wht-10,G1056,NVY/W,,,,,
G1056-Navy/wht-12,G1056,NVY/W,,,,,
G1056-Navy/wht-14,G1056,NVY/W,,,,,
G1056-Navy/wht-16,G1056,NVY/W,,,,,
G1056-Navy/wht-18,G1056,NVY/W,,,,,
G1056-Navy/wht-8,G1056,NVY/W,,,,,
G1056-Purp/wht-10,G1056,PURP/WHITE,,,,,
G1056-Purp/wht-12,G1056,PURP/WHITE,,,,,
G1056-Purp/wht-14,G1056,PURP/WHITE,,,,,
G1056-Purp/wht-16,G1056,PURP/WHITE,,,,,
G1056-Purp/wht-18,G1056,PURP/WHITE,,,,,
G1056W-Navy/wht-14W,G1056W,NVY/W,,,,,
G1056W-Navy/wht-16W,G1056W,NVY/W,,,,,
G1056W-Navy/wht-18W,G1056W,NVY/W,,,,,
G1056W-Navy/wht-20W,G1056W,NVY/W,,,,,
G1056W-Navy/wht-22W,G1056W,NVY/W,,,,,
G1056W-Navy/wht-24W,G1056W,NVY/W,,,,,
G1056W-Navy/wht-26W,G1056W,NVY/W,,,,,
G1056W-Purp/wht-14W,G1056W,PURP/WHITE,,,,,
G1056W-Purp/wht-16W,G1056W,PURP/WHITE,,,,,
G1056W-Purp/wht-18W,G1056W,PURP/WHITE,,,,,
G1056W-Purp/wht-20W,G1056W,PURP/WHITE,,,,,
G1056W-Purp/wht-22W,G1056W,PURP/WHITE,,,,,
G1056W-Purp/wht-24W,G1056W,PURP/WHITE,,,,,
G1056W-Purp/wht-26W,G1056W,PURP/WHITE,,,,,
G1060-Lavender-10,G1060,LAV,,,,,
G1060-Lavender-12,G1060,LAV,,,,,
G1060-Lavender-14,G1060,LAV,,,,,
G1060-Lavender-16,G1060,LAV,,,,,
G1060-Lavender-18,G1060,LAV,,,,,
G1060-Lavender-8,G1060,LAV,,,,,
G1060-OffWhite-10,G1060,OFF WHT,,,,,
G1060-OffWhite-12,G1060,OFF WHT,,,,,
G1060-OffWhite-14,G1060,OFF WHT,,,,,
G1060-OffWhite-16,G1060,OFF WHT,,,,,
G1060-OffWhite-18,G1060,OFF WHT,,,,,
G1060-OffWhite-8,G1060,OFF WHT,,,,,
G1060W-Lavender-14W,G1060W,LAV,,,,,
G1060W-Lavender-16W,G1060W,LAV,,,,,
G1060W-Lavender-18W,G1060W,LAV,,,,,
G1060W-Lavender-20W,G1060W,LAV,,,,,
G1060W-Lavender-22W,G1060W,LAV,,,,,
G1060W-Lavender-24W,G1060W,LAV,,,,,
G1060W-OffWhite-14W,G1060W,OFF WHT,,,,,
G1060W-OffWhite-16W,G1060W,OFF WHT,,,,,
G1060W-OffWhite-18W,G1060W,OFF WHT,,,,,
G1060W-OffWhite-20W,G1060W,OFF WHT,,,,,
G1060W-OffWhite-22W,G1060W,OFF WHT,,,,,
G1060W-OffWhite-24W,G1060W,OFF WHT,,,,,
G1061-Blue-10,,,G1061,BLUE,,,
G1061-Blue-12,,,G1061,BLUE,,,
G1061-Blue-14,,,G1061,BLUE,,,
G1061-Blue-16,,,G1061,BLUE,,,
G1061-Blue-18,,,G1061,BLUE,,,
G1061-Blue-8,,,G1061,BLUE,,,
G1061-Silver-10,,,G1061,SIL,,,
G1061-Silver-12,,,G1061,SIL,,,
G1061-Silver-14,,,G1061,SIL,,,
G1061-Silver-16,,,G1061,SIL,,,
G1061-Silver-18,,,G1061,SIL,,,
G1061-Silver-8,,,G1061,SIL,,,
G1061W-Blue-14W,,,G1061W,BLUE,,,
G1061W-Blue-16W,,,G1061W,BLUE,,,
G1061W-Blue-18W,,,G1061W,BLUE,,,
G1061W-Blue-20W,,,G1061W,BLUE,,,
G1061W-Blue-22W,,,G1061W,BLUE,,,
G1061W-Blue-24W,,,G1061W,BLUE,,,
G1061W-Silver-14W,,,G1061W,SIL,,,
G1061W-Silver-16W,,,G1061W,SIL,,,
G1061W-Silver-18W,,,G1061W,SIL,,,
G1061W-Silver-20W,,,G1061W,SIL,,,
G1061W-Silver-22W,,,G1061W,SIL,,,
G1061W-Silver-24W,,,G1061W,SIL,,,
G1062-Mustard-10,,,,,,,
G1062-Mustard-12,,,,,,,
G1062-Mustard-14,,,,,,,
G1062-Mustard-16,,,,,,,
G1062-Mustard-18,,,,,,,
G1062W-Mustard-14W,G1062W,MUSTARD,,,,,
G1062W-Mustard-16W,G1062W,MUSTARD,,,,,
G1062W-Mustard-18W,G1062W,MUSTARD,,,,,
G1062W-Mustard-20W,G1062W,MUSTARD,,,,,
G1062W-Mustard-22W,G1062W,MUSTARD,,,,,
G1062W-Mustard-24W,G1062W,MUSTARD,,,,,
G1063-Ice Blue-10,G1063,ICE BLUE,,,,,
G1063-Ice Blue-12,G1063,ICE BLUE,,,,,
G1063-Ice Blue-14,G1063,ICE BLUE,,,,,
G1063-Ice Blue-16,G1063,ICE BLUE,,,,,
G1063-Ice Blue-18,G1063,ICE BLUE,,,,,
G1063-Pink-10,G1063,PINK,,,,,
G1063-Pink-12,G1063,PINK,,,,,
G1063-Pink-14,G1063,PINK,,,,,
G1063-Pink-16,G1063,PINK,,,,,
G1063-Pink-18,G1063,PINK,,,,,
G1063W-Ice Blue-14W,G1063W,ICE BLUE,,,,,
G1063W-Ice Blue-16W,G1063W,ICE BLUE,,,,,
G1063W-Ice Blue-18W,G1063W,ICE BLUE,,,,,
G1063W-Ice Blue-20W,G1063W,ICE BLUE,,,,,
G1063W-Ice Blue-22W,G1063W,ICE BLUE,,,,,
G1063W-Ice Blue-24W,G1063W,ICE BLUE,,,,,
G1063W-Pink-14W,G1063W,PINK,,,,,
G1063W-Pink-16W,G1063W,PINK,,,,,
G1063W-Pink-18W,G1063W,PINK,,,,,
G1063W-Pink-20W,G1063W,PINK,,,,,
G1063W-Pink-22W,G1063W,PINK,,,,,
G1063W-Pink-24W,G1063W,PINK,,,,,
S0301-Black-10,,,,,,,
S0301-Black-12,,,,,,,
S0301-Black-14,,,,,,,
S0301-Black-16,,,,,,,
S0301-Black-18,,,,,,,
S0301-Black-8,,,,,,,
S0301-Red-10,,,,,,,
S0301-Red-12,,,,,,,
S0301-Red-14,,,,,,,
S0301-Red-16,,,,,,,
S0301-Red-18,,,,,,,
S0301-Red-8,,,,,,,
S0301W-Black-14W,S0301W,BLK,,,,,
S0301W-Black-16W,S0301W,BLK,,,,,
S0301W-Black-18W,S0301W,BLK,,,,,
S0301W-Black-20W,S0301W,BLK,,,,,
S0301W-Black-22W,S0301W,BLK,,,,,
S0301W-Black-24W,S0301W,BLK,,,,,
S0301W-Black-26W,S0301W,BLK,,,,,
S0301W-Red-14W,S0301W,RED,,,,,
S0301W-Red-16W,S0301W,RED,,,,,
S0301W-Red-18W,S0301W,RED,,,,,
S0301W-Red-20W,S0301W,RED,,,,,
S0301W-Red-22W,S0301W,RED,,,,,
S0301W-Red-24W,S0301W,RED,,,,,
S0301W-Red-26W,S0301W,RED,,,,,
S0710-Black-10,S0710,BLK,,,,,
S0710-Black-12,S0710,BLK,,,,,
S0710-Black-14,S0710,BLK,,,,,
S0710-Black-16,S0710,BLK,,,,,
S0710-Black-18,S0710,BLK,,,,,
S0710-Black-8,S0710,BLK,,,,,
S0710W-Black-14W,,,,,,,
S0710W-Black-16W,,,,,,,
S0710W-Black-18W,,,,,,,
S0710W-Black-20W,,,,,,,
S0710W-Black-22W,,,,,,,
S0710W-Black-24W,,,,,,,
S0710W-Black-26W,,,,,,,
S0711-Black-10,S0711,BLK,,,,,
S0711-Black-12,S0711,BLK,,,,,
S0711-Black-14,S0711,BLK,,,,,
S0711-Black-16,S0711,BLK,,,,,
S0711-Black-18,S0711,BLK,,,,,
S0711-Black-8,S0711,BLK,,,,,
S0711W-Black-14W,S0711W,BLK,,,,,
S0711W-Black-16W,S0711W,BLK,,,,,
S0711W-Black-18W,S0711W,BLK,,,,,
S0711W-Black-20W,S0711W,BLK,,,,,
S0711W-Black-22W,S0711W,BLK,,,,,
S0711W-Black-24W,S0711W,BLK,,,,,
S0711W-Black-26W,S0711W,BLK,,,,,
S0711W-Red-14W,S0711W,RED,,,,,
S0711W-Red-16W,S0711W,RED,,,,,
S0711W-Red-18W,S0711W,RED,,,,,
S0711W-Red-20W,S0711W,RED,,,,,
S0711W-Red-22W,S0711W,RED,,,,,
S0711W-Red-24W,S0711W,RED,,,,,
S0711W-Red-26W,S0711W,RED,,,,,
S0712B-Brick-12,S0712B,BRICK,,,,,
S0712B-Brick-14,S0712B,BRICK,,,,,
S0712B-Brick-16,S0712B,BRICK,,,,,
S0712B-Brick-18,S0712B,BRICK,,,,,
S0712B-Coffee-12,S0712B,COFFEE,,,,,
S0712B-Coffee-14,S0712B,COFFEE,,,,,
S0712B-Coffee-16,S0712B,COFFEE,,,,,
S0712B-Coffee-18,S0712B,COFFEE,,,,,
S0712B-Fuchsia-12,S0712B,FUCHSIA,,,,,
S0712B-Fuchsia-14,S0712B,FUCHSIA,,,,,
S0712B-Fuchsia-16,S0712B,FUCHSIA,,,,,
S0712B-Fuchsia-18,S0712B,FUCHSIA,,,,,
S0712-Black-10,S0712,BLK,S0712,BLK,,,
S0712-Black-12,S0712,BLK,,,,,
S0712-Black-14,S0712,BLK,,,,,
S0712-Black-16,S0712,BLK,,,,,
S0712-Black-18,S0712,BLK,,,,,
S0712-Black-8,S0712,BLK,,,,,
S0712B-Olive-12,,,,,,,
S0712B-Olive-14,,,,,,,
S0712B-Olive-16,,,,,,,
S0712B-Olive-18,,,,,,,
S0712B-Red-10,S0712B,RED,,,,,
S0712B-Red-12,S0712B,RED,,,,,
S0712B-Red-14,S0712B,RED,,,,,
S0712B-Red-16,S0712B,RED,,,,,
S0712B-Red-18,S0712B,RED,,,,,
S0712C-Dk Coffee-12,S0712C,DK. COFFEE,,,,,
S0712C-Dk Coffee-14,S0712C,DK. COFFEE,,,,,
S0712C-Dk Coffee-16,S0712C,DK. COFFEE,,,,,
S0712C-Dk Coffee-18,S0712C,DK. COFFEE,,,,,
S0712C-Red-10,S0712C,RED,,,,,
S0712C-Red-12,S0712C,RED,,,,,
S0712C-Red-14,S0712C,RED,,,,,
S0712C-Red-16,S0712C,RED,,,,,
S0712C-Red-18,S0712C,RED,,,,,
S0712CW-Red-16W,S0712CW,RED,,,,,
S0712CW-Red-18W,S0712CW,RED,,,,,
S0712CW-Red-20W,S0712CW,RED,,,,,
S0712CW-Red-22W,S0712CW,RED,,,,,
S0712C-Wtr Blue-12,S0712C,WINTER BLUE,,,,,
S0712C-Wtr Blue-14,S0712C,WINTER BLUE,,,,,
S0712C-Wtr Blue-16,S0712C,WINTER BLUE,,,,,
S0712C-Wtr Blue-18,S0712C,WINTER BLUE,,,,,
S0712-Navy-10,S0712,NAVY,,,,,
S0712-Navy-12,S0712,NAVY,,,,,
S0712-Navy-14,S0712,NAVY,,,,,
S0712-Navy-16,S0712,NAVY,,,,,
S0712-Navy-18,S0712,NAVY,,,,,
S0712-Navy-8,S0712,NAVY,,,,,
S0712-Red-10,,,,,,,
S0712-Red-12,,,,,,,
S0712-Red-14,,,,,,,
S0712-Red-16,,,,,,,
S0712-Red-18,,,,,,,
S0712-Red-8,,,,,,,
S0712W-Black-14W,,,,,,,
S0712W-Black-16W,,,,,,,
S0712W-Black-18W,,,,,,,
S0712W-Black-20W,,,,,,,
S0712W-Black-22W,,,,,,,
S0712W-Black-24W,,,,,,,
S0712W-Black-26W,,,,,,,
S0712W-BLK-14W,S0712W,BLK,,,,,
S0712W-BLK-16W,S0712W,BLK,,,,,
S0712W-BLK-18W,S0712W,BLK,,,,,
S0712W-BLK-20W,S0712W,BLK,,,,,
S0712W-BLK-22W,S0712W,BLK,,,,,
S0712W-BLK-24W,S0712W,BLK,,,,,
S0712W-BLK-26W,S0712W,BLK,,,,,
S0712W-Navy-14W,S0712W,NAVY,,,,,
S0712W-Navy-16W,S0712W,NAVY,,,,,
S0712W-Navy-18W,S0712W,NAVY,,,,,
S0712W-Navy-20W,S0712W,NAVY,,,,,
S0712W-Navy-22W,S0712W,NAVY,,,,,
S0712W-Navy-24W,S0712W,NAVY,,,,,
S0712W-Navy-26W,S0712W,NAVY,,,,,
S0712W-Red-16W,,,,,,,
S0712W-Red-18W,,,,,,,
S0712W-Red-20W,,,,,,,
S0712W-Red-22W,,,,,,,
S0712W-Red-24W,,,,,,,
S0712W-Red-26W,,,,,,,
S0713-Pink-10,,,,,,,
S0713-Pink-12,,,,,,,
S0713-Pink-14,,,,,,,
S0713-Pink-16,,,,,,,
S0713-Pink-18,,,,,,,
S0713W-Pink-16W,,,,,,,
S0713W-Pink-18W,,,,,,,
S0713W-Pink-20W,,,,,,,
S0713W-Pink-22W,,,,,,,
S0714-Charcoal-10,,,,,,,
S0714-Charcoal-12,,,,,,,
S0714-Charcoal-14,,,,,,,
S0714-Charcoal-16,,,,,,,
S0714-Charcoal-18,,,,,,,
S0714-Chocolate-10,S0714,DK. CHOCO,,,,,
S0714-Chocolate-12,S0714,DK. CHOCO,,,,,
S0714-Chocolate-14,S0714,DK. CHOCO,,,,,
S0714-Chocolate-16,S0714,DK. CHOCO,,,,,
S0714-Chocolate-18,S0714,DK. CHOCO,,,,,
S0714-Pink-10,,,S0714,PINK,,,
S0714-Pink-12,,,S0714,PINK,,,
S0714-Pink-14,,,S0714,PINK,,,
S0714-Pink-16,,,S0714,PINK,,,
S0714-Pink-18,,,S0714,PINK,,,
S0714-Plum-10,,,,,,,
S0714-Plum-12,,,,,,,
S0714-Plum-14,,,,,,,
S0714-Plum-16,,,,,,,
S0714-Plum-18,,,,,,,
S0714-Purple-10,,,,,,,
S0714-Purple-12,,,,,,,
S0714-Purple-14,,,,,,,
S0714-Purple-16,,,,,,,
S0714-Purple-18,,,,,,,
S0714W-DkChoco-14W,S0714W,DK. CHOCO,,,,,
S0714W-DkChoco-16W,S0714W,DK. CHOCO,,,,,
S0714W-DkChoco-18W,S0714W,DK. CHOCO,,,,,
S0714W-DkChoco-20W,S0714W,DK. CHOCO,,,,,
S0714W-DkChoco-22W,S0714W,DK. CHOCO,,,,,
S0714W-DkChoco-24W,S0714W,DK. CHOCO,,,,,
S0714W-DkChoco-26W,S0714W,DK. CHOCO,,,,,
S0714W-Pink-16W,,,S0714W,PINK,,,
S0714W-Pink-18W,,,S0714W,PINK,,,
S0714W-Pink-20W,,,S0714W,PINK,,,
S0714W-Pink-22W,,,S0714W,PINK,,,
S0714W-Pink-24W,,,S0714W,PINK,,,
D1325-DENIM DOT-1X,D1325,DENIM DOT,D1325,DENIM DOT,,,
D1325-DENIM DOT-2X,D1325,DENIM DOT,,,,,
D1325-DENIM DOT-L,D1325,DENIM DOT,,,,,
D1325-DENIM DOT-M,D1325,DENIM DOT,,,,,
D1325-DENIM DOT-XL,D1325,DENIM DOT,,,,,
D1335-Wht/blk-10,D1335,W/B,D1335,W/B,,,
D1335-Wht/blk-12,D1335,W/B,D1335W,W/B,,,
D1335-Wht/blk-14,D1335,W/B,,,,,
D1335-Wht/blk-16,D1335,W/B,,,,,
D1335-Wht/blk-18,D1335,W/B,,,,,
D1335W-Wht/blk-14W,D1335W,W/B,,,,,
D1335W-Wht/blk-16W,D1335W,W/B,,,,,
D1335W-Wht/blk-18W,D1335W,W/B,,,,,
D1335W-Wht/blk-20W,D1335W,W/B,,,,,
D1335W-Wht/blk-22W,D1335W,W/B,,,,,
D1335W-Wht/blk-24W,D1335W,W/B,,,,,
D1335W-Wht/blk-26W,D1335W,W/B,,,,,
D1336-Wht/blk-10,D1336,W/B,D1336,W/B,,,
D1336-Wht/blk-12,D1336,W/B,D1336W,W/B,,,
D1336-Wht/blk-14,D1336,W/B,,,,,
D1336-Wht/blk-16,D1336,W/B,,,,,
D1336-Wht/blk-18,D1336,W/B,,,,,
D1336W-Wht/blk-14W,D1336W,W/B,,,,,
D1336W-Wht/blk-16W,D1336W,W/B,,,,,
D1336W-Wht/blk-18W,D1336W,W/B,,,,,
D1336W-Wht/blk-20W,D1336W,W/B,,,,,
D1336W-Wht/blk-22W,D1336W,W/B,,,,,
D1336W-Wht/blk-24W,D1336W,W/B,,,,,
D1336W-Wht/blk-26W,D1336W,W/B,,,,,
D1337-Multi-10,D1337,MULTI,D1337,MULTI,,,
D1337-Multi-12,D1337,MULTI,D1337W,MULTI,,,
D1337-Multi-14,D1337,MULTI,,,,,
D1337-Multi-16,D1337,MULTI,,,,,
D1337-Multi-18,D1337,MULTI,,,,,
D1337W-Multi-14W,D1337W,MULTI,,,,,
D1337W-Multi-16W,D1337W,MULTI,,,,,
D1337W-Multi-18W,D1337W,MULTI,,,,,
D1337W-Multi-20W,D1337W,MULTI,,,,,
D1337W-Multi-22W,D1337W,MULTI,,,,,
D1337W-Multi-24W,D1337W,MULTI,,,,,
D1338-Black/wht-10,D1338,BLACK/WHT,D1338,BLACK/WHT,,,
D1338-Black/wht-12,D1338,BLACK/WHT,D1338W,BLACK/WHT,,,
D1338-Black/wht-14,D1338,BLACK/WHT,,,,,
D1338-Black/wht-16,D1338,BLACK/WHT,,,,,
D1338-Black/wht-18,D1338,BLACK/WHT,,,,,
