Style,Supplier SKU,UPC,Title,Description,Size,Color,URL,,,,,
G1049,G1049W-ROSE PINK-24W,,,,24W,ROSE PINK,,,,,,
G1049,G1049W-ROSE PINK-26W,,,,26W,ROSE PINK,,,,,,
G1050,G1050W-PEACH-14W,,,,14W,PEACH,,,,,,
G1050,G1050W-PEACH-16W,,,,16W,PEACH,,,,,,
G1050,G1050W-PEACH-18W,,,,18W,PEACH,,,,,,
G1050,G1050W-PEACH-20W,,,,20W,PEACH,,,,,,
G1050,G1050W-PEACH-22W,,,,22W,PEACH,,,,,,
G1050,G1050W-PEACH-24W,,,,24W,PEACH,,,,,,
G1050,G1050W-PEACH-26W,,,,26W,PEACH,,,,,,
G1051,G1051-GOLD-10,,,,10,GOLD,,,,,,
G1051,G1051-GOLD-12,,,,12,GOLD,,,,,,
G1051,G1051-GOLD-14,,,,14,GOLD,,,,,,
G1051,G1051-GOLD-16,,,,16,GOLD,,,,,,
G1051,G1051-GOLD-18,,,,18,GOLD,,,,,,
G1051,G1051-GREEN-10,,,,10,GREEN,,,,,,
G1051,G1051-GREEN-12,,,,12,GREEN,,,,,,
G1051,G1051-GREEN-14,,,,14,GREEN,,,,,,
G1051,G1051-GREEN-16,,,,16,GREEN,,,,,,
G1051,G1051-GREEN-18,,,,18,GREEN,,,,,,
G1051,G1051W-GOLD-14W,,,,14W,GOLD,,,,,,
G1051,G1051W-GOLD-16W,,,,16W,GOLD,,,,,,
G1051,G1051W-GOLD-18W,,,,18W,GOLD,,,,,,
G1051,G1051W-GOLD-20W,,,,20W,GOLD,,,,,,
G1051,G1051W-GOLD-22W,,,,22W,GOLD,,,,,,
G1051,G1051W-GOLD-24W,,,,24W,GOLD,,,,,,
G1051,G1051W-GREEN-14W,,,,14W,GREEN,,,,,,
G1051,G1051W-GREEN-16W,,,,16W,GREEN,,,,,,
G1051,G1051W-GREEN-18W,,,,18W,GREEN,,,,,,
G1051,G1051W-GREEN-20W,,,,20W,GREEN,,,,,,
G1051,G1051W-GREEN-22W,,,,22W,GREEN,,,,,,
G1051,G1051W-GREEN-24W,,,,24W,GREEN,,,,,,
G1053,G1053-NVY/W-10,,,,10,NVY/W,,,,,,
G1053,G1053-NVY/W-12,,,,12,NVY/W,,,,,,
G1053,G1053-NVY/W-14,,,,14,NVY/W,,,,,,
G1053,G1053-NVY/W-16,,,,16,NVY/W,,,,,,
G1053,G1053-NVY/W-18,,,,18,NVY/W,,,,,,
G1053,G1053W-NVY/W-14W,,,,14W,NVY/W,,,,,,
G1053,G1053W-NVY/W-16W,,,,16W,NVY/W,,,,,,
G1053,G1053W-NVY/W-18W,,,,18W,NVY/W,,,,,,
G1053,G1053W-NVY/W-20W,,,,20W,NVY/W,,,,,,
G1053,G1053W-NVY/W-22W,,,,22W,NVY/W,,,,,,
G1053,G1053W-NVY/W-24W,,,,24W,NVY/W,,,,,,
G1055,G1055-NVY/W-8,,,,8,NVY/W,,,,,,
G1055,G1055-NVY/W-10,,,,10,NVY/W,,,,,,
G1055,G1055-NVY/W-12,,,,12,NVY/W,,,,,,
G1055,G1055-NVY/W-14,,,,14,NVY/W,,,,,,
G1055,G1055-NVY/W-16,,,,16,NVY/W,,,,,,
G1055,G1055-NVY/W-18,,,,18,NVY/W,,,,,,
G1055,G1055W-NVY/W-14W,,,,14W,NVY/W,,,,,,
G1055,G1055W-NVY/W-16W,,,,16W,NVY/W,,,,,,
G1055,G1055W-NVY/W-18W,,,,18W,NVY/W,,,,,,
G1055,G1055W-NVY/W-20W,,,,20W,NVY/W,,,,,,
G1055,G1055W-NVY/W-22W,,,,22W,NVY/W,,,,,,
G1055,G1055W-NVY/W-24W,,,,24W,NVY/W,,,,,,
G1055,G1055W-NVY/W-26W,,,,26W,NVY/W,,,,,,
G1056,G1056-PURP/WHITE-10,,,,10,PURP/WHITE,,,,,,
G1056,G1056-PURP/WHITE-12,,,,12,PURP/WHITE,,,,,,
G1056,G1056-PURP/WHITE-14,,,,14,PURP/WHITE,,,,,,
G1056,G1056-PURP/WHITE-16,,,,16,PURP/WHITE,,,,,,
G1056,G1056-PURP/WHITE-18,,,,18,PURP/WHITE,,,,,,
G1056,G1056W-PURP/WHITE-14W,,,,14W,PURP/WHITE,,,,,,
G1056,G1056W-PURP/WHITE-16W,,,,16W,PURP/WHITE,,,,,,
G1056,G1056W-PURP/WHITE-18W,,,,18W,PURP/WHITE,,,,,,
G1056,G1056W-PURP/WHITE-20W,,,,20W,PURP/WHITE,,,,,,
G1056,G1056W-PURP/WHITE-22W,,,,22W,PURP/WHITE,,,,,,
G1056,G1056W-PURP/WHITE-24W,,,,24W,PURP/WHITE,,,,,,
G1056,G1056W-PURP/WHITE-26W,,,,26W,PURP/WHITE,,,,,,
G1059,G1059-BLK-10,,,,10,BLK,,,,,,
G1059,G1059-BLK-12,,,,12,BLK,,,,,,
G1059,G1059-BLK-14,,,,14,BLK,,,,,,
G1059,G1059-BLK-16,,,,16,BLK,,,,,,
G1059,G1059-BLK-18,,,,18,BLK,,,,,,
G1059,G1059-FUCHSIA-10,,,,10,FUCHSIA,,,,,,
G1059,G1059-FUCHSIA-12,,,,12,FUCHSIA,,,,,,
G1059,G1059-FUCHSIA-14,,,,14,FUCHSIA,,,,,,
G1059,G1059-FUCHSIA-16,,,,16,FUCHSIA,,,,,,
G1059,G1059-FUCHSIA-18,,,,18,FUCHSIA,,,,,,
G1059,G1059-IVY-10,,,,10,IVY,,,,,,
G1059,G1059-IVY-12,,,,12,IVY,,,,,,
G1059,G1059-IVY-14,,,,14,IVY,,,,,,
G1059,G1059-IVY-16,,,,16,IVY,,,,,,
G1059,G1059-IVY-18,,,,18,IVY,,,,,,
G1059,G1059W-BLK-14W,,,,14W,BLK,,,,,,
G1059,G1059W-BLK-16W,,,,16W,BLK,,,,,,
G1059,G1059W-BLK-18W,,,,18W,BLK,,,,,,
G1059,G1059W-BLK-20W,,,,20W,BLK,,,,,,
G1059,G1059W-BLK-22W,,,,22W,BLK,,,,,,
G1059,G1059W-BLK-24W,,,,24W,BLK,,,,,,
G1059,G1059W-BLK-26W,,,,26W,BLK,,,,,,
G1059,G1059W-FUCHSIA-14W,,,,14W,FUCHSIA,,,,,,
G1059,G1059W-FUCHSIA-16W,,,,16W,FUCHSIA,,,,,,
G1059,G1059W-FUCHSIA-18W,,,,18W,FUCHSIA,,,,,,
G1059,G1059W-FUCHSIA-20W,,,,20W,FUCHSIA,,,,,,
G1059,G1059W-FUCHSIA-22W,,,,22W,FUCHSIA,,,,,,
G1059,G1059W-FUCHSIA-24W,,,,24W,FUCHSIA,,,,,,
G1059,G1059W-FUCHSIA-26W,,,,26W,FUCHSIA,,,,,,
G1059,G1059W-IVY-14W,,,,14W,IVY,,,,,,
G1059,G1059W-IVY-16W,,,,16W,IVY,,,,,,
G1059,G1059W-IVY-18W,,,,18W,IVY,,,,,,
G1059,G1059W-IVY-20W,,,,20W,IVY,,,,,,
G1059,G1059W-IVY-22W,,,,22W,IVY,,,,,,
G1059,G1059W-IVY-24W,,,,24W,IVY,,,,,,
G1059,G1059W-IVY-26W,,,,26W,IVY,,,,,,
G1060,G1060-LAV-8,,,,8,LAV,,,,,,
G1060,G1060-LAV-10,,,,10,LAV,,,,,,
G1060,G1060-LAV-12,,,,12,LAV,,,,,,
G1060,G1060-LAV-14,,,,14,LAV,,,,,,
G1060,G1060-LAV-16,,,,16,LAV,,,,,,
G1060,G1060-LAV-18,,,,18,LAV,,,,,,
G1060,G1060W-OFF WHT-14W,,,,14W,OFF WHT,,,,,,
G1060,G1060W-OFF WHT-16W,,,,16W,OFF WHT,,,,,,
G1060,G1060W-OFF WHT-18W,,,,18W,OFF WHT,,,,,,
G1060,G1060W-OFF WHT-20W,,,,20W,OFF WHT,,,,,,
G1060,G1060W-OFF WHT-22W,,,,22W,OFF WHT,,,,,,
G1060,G1060W-OFF WHT-24W,,,,24W,OFF WHT,,,,,,
G1062,G1062-FUCHSIA-8,,,,8,FUCHSIA,,,,,,
G1062,G1062-FUCHSIA-10,,,,10,FUCHSIA,,,,,,
G1062,G1062-FUCHSIA-12,,,,12,FUCHSIA,,,,,,
G1062,G1062-FUCHSIA-14,,,,14,FUCHSIA,,,,,,
G1062,G1062-FUCHSIA-16,,,,16,FUCHSIA,,,,,,
G1062,G1062-FUCHSIA-18,,,,18,FUCHSIA,,,,,,
G1062,G1062W-FUCHSIA-14W,,,,14W,FUCHSIA,,,,,,
G1062,G1062W-FUCHSIA-16W,,,,16W,FUCHSIA,,,,,,
G1062,G1062W-FUCHSIA-18W,,,,18W,FUCHSIA,,,,,,
G1062,G1062W-FUCHSIA-20W,,,,20W,FUCHSIA,,,,,,
G1062,G1062W-FUCHSIA-22W,,,,22W,FUCHSIA,,,,,,
G1062,G1062W-FUCHSIA-24W,,,,24W,FUCHSIA,,,,,,
G1062,G1062W-MUSTARD-14W,,,,14W,MUSTARD,,,,,,
G1062,G1062W-MUSTARD-16W,,,,16W,MUSTARD,,,,,,
G1062,G1062W-MUSTARD-18W,,,,18W,MUSTARD,,,,,,
G1062,G1062W-MUSTARD-20W,,,,20W,MUSTARD,,,,,,
G1062,G1062W-MUSTARD-22W,,,,22W,MUSTARD,,,,,,
G1062,G1062W-MUSTARD-24W,,,,24W,MUSTARD,,,,,,
G1063,G1063-PINK-10,,,,10,PINK,,,,,,
G1063,G1063-PINK-12,,,,12,PINK,,,,,,
G1063,G1063-PINK-14,,,,14,PINK,,,,,,
G1063,G1063-PINK-16,,,,16,PINK,,,,,,
G1063,G1063-PINK-18,,,,18,PINK,,,,,,
G1063,G1063W-ICE BLUE-14W,,,,14W,ICE BLUE,,,,,,
G1063,G1063W-ICE BLUE-16W,,,,16W,ICE BLUE,,,,,,
G1063,G1063W-ICE BLUE-18W,,,,18W,ICE BLUE,,,,,,
G1063,G1063W-ICE BLUE-20W,,,,20W,ICE BLUE,,,,,,
G1063,G1063W-ICE BLUE-22W,,,,22W,ICE BLUE,,,,,,
G1063,G1063W-ICE BLUE-24W,,,,24W,ICE BLUE,,,,,,
G1063,G1063W-PINK-14W,,,,14W,PINK,,,,,,
G1063,G1063W-PINK-16W,,,,16W,PINK,,,,,,
G1063,G1063W-PINK-18W,,,,18W,PINK,,,,,,
G1063,G1063W-PINK-20W,,,,20W,PINK,,,,,,
G1063,G1063W-PINK-22W,,,,22W,PINK,,,,,,
G1063,G1063W-PINK-24W,,,,24W,PINK,,,,,,
G1064,G1064-BLK-12,,,,12,BLK,,,,,,
G1064,G1064-BLK-14,,,,14,BLK,,,,,,
G1064,G1064-BLK-16,,,,16,BLK,,,,,,
G1064,G1064-BLK-18,,,,18,BLK,,,,,,
G1064,G1064W-BLK-14W,,,,14W,BLK,,,,,,
G1064,G1064W-BLK-16W,,,,16W,BLK,,,,,,
G1064,G1064W-BLK-18W,,,,18W,BLK,,,,,,
G1064,G1064W-BLK-20W,,,,20W,BLK,,,,,,
G1064,G1064W-BLK-22W,,,,22W,BLK,,,,,,
G1064,G1064W-BLK-24W,,,,24W,BLK,,,,,,
G1065,G1065-BLK-10,,,,10,BLK,,,,,,
G1065,G1065-BLK-12,,,,12,BLK,,,,,,
G1065,G1065-BLK-14,,,,14,BLK,,,,,,
G1065,G1065-BLK-16,,,,16,BLK,,,,,,
G1065,G1065-BLK-18,,,,18,BLK,,,,,,
G1065,G1065W-BLK-14W,,,,14W,BLK,,,,,,
G1065,G1065W-BLK-16W,,,,16W,BLK,,,,,,
G1065,G1065W-BLK-18W,,,,18W,BLK,,,,,,
G1065,G1065W-BLK-20W,,,,20W,BLK,,,,,,
G1065,G1065W-BLK-22W,,,,22W,BLK,,,,,,
G1065,G1065W-BLK-24W,,,,24W,BLK,,,,,,
G1066,G1066-FUCHSIA-10,,,,10,FUCHSIA,,,,,,
G1066,G1066-FUCHSIA-12,,,,12,FUCHSIA,,,,,,
G1066,G1066-FUCHSIA-14,,,,14,FUCHSIA,,,,,,
G1066,G1066-FUCHSIA-16,,,,16,FUCHSIA,,,,,,
G1066,G1066-FUCHSIA-18,,,,18,FUCHSIA,,,,,,
G1066,G1066-MUSTARD-10,,,,10,MUSTARD,,,,,,
G1066,G1066-MUSTARD-12,,,,12,MUSTARD,,,,,,
G1066,G1066-MUSTARD-14,,,,14,MUSTARD,,,,,,
G1066,G1066-MUSTARD-16,,,,16,MUSTARD,,,,,,
G1066,G1066-MUSTARD-18,,,,18,MUSTARD,,,,,,
G1066,G1066W-FUCHSIA-14W,,,,14W,FUCHSIA,,,,,,
G1066,G1066W-FUCHSIA-16W,,,,16W,FUCHSIA,,,,,,
G1066,G1066W-FUCHSIA-18W,,,,18W,FUCHSIA,,,,,,
G1066,G1066W-FUCHSIA-20W,,,,20W,FUCHSIA,,,,,,
G1066,G1066W-FUCHSIA-22W,,,,22W,FUCHSIA,,,,,,
G1066,G1066W-FUCHSIA-24W,,,,24W,FUCHSIA,,,,,,
G1066,G1066W-MUSTARD-14W,,,,14W,MUSTARD,,,,,,
G1066,G1066W-MUSTARD-16W,,,,16W,MUSTARD,,,,,,
G1066,G1066W-MUSTARD-18W,,,,18W,MUSTARD,,,,,,
G1066,G1066W-MUSTARD-20W,,,,20W,MUSTARD,,,,,,
G1066,G1066W-MUSTARD-22W,,,,22W,MUSTARD,,,,,,
G1066,G1066W-MUSTARD-24W,,,,24W,MUSTARD,,,,,,
G1067,G1067-NAVY/GRN-10,,,,10,NAVY/GRN,,,,,,
G1067,G1067-NAVY/GRN-12,,,,12,NAVY/GRN,,,,,,
G1067,G1067-NAVY/GRN-14,,,,14,NAVY/GRN,,,,,,
G1067,G1067-NAVY/GRN-16,,,,16,NAVY/GRN,,,,,,
G1067,G1067-NAVY/GRN-18,,,,18,NAVY/GRN,,,,,,
G1067,G1067-PUR/GLD-10,,,,10,PUR/GLD,,,,,,
G1067,G1067-PUR/GLD-12,,,,12,PUR/GLD,,,,,,
G1067,G1067-PUR/GLD-14,,,,14,PUR/GLD,,,,,,
G1067,G1067-PUR/GLD-16,,,,16,PUR/GLD,,,,,,
G1067,G1067-PUR/GLD-18,,,,18,PUR/GLD,,,,,,
G1067,G1067W-NAVY/GRN-14W,,,,14W,NAVY/GRN,,,,,,
G1067,G1067W-NAVY/GRN-16W,,,,16W,NAVY/GRN,,,,,,
G1067,G1067W-NAVY/GRN-18W,,,,18W,NAVY/GRN,,,,,,
G1067,G1067W-NAVY/GRN-20W,,,,20W,NAVY/GRN,,,,,,
G1067,G1067W-NAVY/GRN-22W,,,,22W,NAVY/GRN,,,,,,
G1067,G1067W-NAVY/GRN-24W,,,,24W,NAVY/GRN,,,,,,
G1067,G1067W-PUR/GLD-14W,,,,14W,PUR/GLD,,,,,,
G1067,G1067W-PUR/GLD-16W,,,,16W,PUR/GLD,,,,,,
G1067,G1067W-PUR/GLD-18W,,,,18W,PUR/GLD,,,,,,
G1067,G1067W-PUR/GLD-20W,,,,20W,PUR/GLD,,,,,,
G1067,G1067W-PUR/GLD-22W,,,,22W,PUR/GLD,,,,,,
G1067,G1067W-PUR/GLD-24W,,,,24W,PUR/GLD,,,,,,
G1068,G1068-NAVY/GRN-8,,,,8,NAVY/GRN,,,,,,
G1068,G1068-NAVY/GRN-10,,,,10,NAVY/GRN,,,,,,
G1068,G1068-NAVY/GRN-12,,,,12,NAVY/GRN,,,,,,
G1068,G1068-NAVY/GRN-14,,,,14,NAVY/GRN,,,,,,
G1068,G1068-NAVY/GRN-16,,,,16,NAVY/GRN,,,,,,
G1068,G1068-NAVY/GRN-18,,,,18,NAVY/GRN,,,,,,
G1068,G1068-RED/BLK-8,,,,8,RED/BLK,,,,,,
G1068,G1068-RED/BLK-10,,,,10,RED/BLK,,,,,,
G1068,G1068-RED/BLK-12,,,,12,RED/BLK,,,,,,
G1068,G1068-RED/BLK-14,,,,14,RED/BLK,,,,,,
G1068,G1068-RED/BLK-16,,,,16,RED/BLK,,,,,,
G1068,G1068-RED/BLK-18,,,,18,RED/BLK,,,,,,
G1068,G1068W-NAVY/GRN-14W,,,,14W,NAVY/GRN,,,,,,
G1068,G1068W-NAVY/GRN-16W,,,,16W,NAVY/GRN,,,,,,
G1068,G1068W-NAVY/GRN-18W,,,,18W,NAVY/GRN,,,,,,
G1068,G1068W-NAVY/GRN-20W,,,,20W,NAVY/GRN,,,,,,
G1068,G1068W-NAVY/GRN-22W,,,,22W,NAVY/GRN,,,,,,
G1068,G1068W-NAVY/GRN-24W,,,,24W,NAVY/GRN,,,,,,
G1068,G1068W-NAVY/GRN-26W,,,,26W,NAVY/GRN,,,,,,
G1068,G1068W-RED/BLK-14W,,,,14W,RED/BLK,,,,,,
G1068,G1068W-RED/BLK-16W,,,,16W,RED/BLK,,,,,,
G1068,G1068W-RED/BLK-18W,,,,18W,RED/BLK,,,,,,
G1068,G1068W-RED/BLK-20W,,,,20W,RED/BLK,,,,,,
G1068,G1068W-RED/BLK-22W,,,,22W,RED/BLK,,,,,,
G1068,G1068W-RED/BLK-24W,,,,24W,RED/BLK,,,,,,
G1068,G1068W-RED/BLK-26W,,,,26W,RED/BLK,,,,,,
G1069,G1069-CINNAMON/TPE-10,,,,10,CINNAMON/TPE,,,,,,
G1069,G1069-CINNAMON/TPE-12,,,,12,CINNAMON/TPE,,,,,,
G1069,G1069-CINNAMON/TPE-14,,,,14,CINNAMON/TPE,,,,,,
G1069,G1069-CINNAMON/TPE-16,,,,16,CINNAMON/TPE,,,,,,
G1069,G1069-CINNAMON/TPE-18,,,,18,CINNAMON/TPE,,,,,,
G1069,G1069-STEEL/SIL-10,,,,10,STEEL/SIL,,,,,,
G1069,G1069-STEEL/SIL-12,,,,12,STEEL/SIL,,,,,,
G1069,G1069-STEEL/SIL-14,,,,14,STEEL/SIL,,,,,,
G1069,G1069-STEEL/SIL-16,,,,16,STEEL/SIL,,,,,,
G1069,G1069-STEEL/SIL-18,,,,18,STEEL/SIL,,,,,,
G1069A,G1069A-WHT-10,,,,10,WHT,,,,,,
G1069A,G1069A-WHT-12,,,,12,WHT,,,,,,
G1069A,G1069A-WHT-14,,,,14,WHT,,,,,,
G1069A,G1069A-WHT-16,,,,16,WHT,,,,,,
G1069A,G1069A-WHT-18,,,,18,WHT,,,,,,
G1069A,G1069AW-WHT-14W,,,,14W,WHT,,,,,,
G1069A,G1069AW-WHT-16W,,,,16W,WHT,,,,,,
G1069A,G1069AW-WHT-18W,,,,18W,WHT,,,,,,
G1069A,G1069AW-WHT-20W,,,,20W,WHT,,,,,,
G1069A,G1069AW-WHT-22W,,,,22W,WHT,,,,,,
G1069A,G1069AW-WHT-24W,,,,24W,WHT,,,,,,
G1069,G1069W-CINNAMON/TPE-14W,,,,14W,CINNAMON/TPE,,,,,,
G1069,G1069W-CINNAMON/TPE-16W,,,,16W,CINNAMON/TPE,,,,,,
G1069,G1069W-CINNAMON/TPE-18W,,,,18W,CINNAMON/TPE,,,,,,
G1069,G1069W-CINNAMON/TPE-20W,,,,20W,CINNAMON/TPE,,,,,,
G1069,G1069W-CINNAMON/TPE-22W,,,,22W,CINNAMON/TPE,,,,,,
G1069,G1069W-CINNAMON/TPE-24W,,,,24W,CINNAMON/TPE,,,,,,
G1069,G1069W-STEEL/SIL-14W,,,,14W,STEEL/SIL,,,,,,
G1069,G1069W-STEEL/SIL-16W,,,,16W,STEEL/SIL,,,,,,
G1069,G1069W-STEEL/SIL-18W,,,,18W,STEEL/SIL,,,,,,
G1069,G1069W-STEEL/SIL-20W,,,,20W,STEEL/SIL,,,,,,
G1069,G1069W-STEEL/SIL-22W,,,,22W,STEEL/SIL,,,,,,
G1069,G1069W-STEEL/SIL-24W,,,,24W,STEEL/SIL,,,,,,
G1070,G1070-PURPLE-10,,,,10,PURPLE,,,,,,
G1070,G1070-PURPLE-12,,,,12,PURPLE,,,,,,
G1070,G1070-PURPLE-14,,,,14,PURPLE,,,,,,
G1070,G1070-PURPLE-16,,,,16,PURPLE,,,,,,
G1070,G1070-PURPLE-18,,,,18,PURPLE,,,,,,
G1070,G1070-RED-10,,,,10,RED,,,,,,
G1070,G1070-RED-12,,,,12,RED,,,,,,
G1070,G1070-RED-14,,,,14,RED,,,,,,
G1070,G1070-RED-16,,,,16,RED,,,,,,
G1070,G1070-RED-18,,,,18,RED,,,,,,
G1070,G1070-WHT-10,,,,10,WHT,,,,,,
G1070,G1070-WHT-12,,,,12,WHT,,,,,,
G1070,G1070-WHT-14,,,,14,WHT,,,,,,
G1070,G1070-WHT-16,,,,16,WHT,,,,,,
G1070,G1070-WHT-18,,,,18,WHT,,,,,,
G1070,G1070W-PURPLE-14W,,,,14W,PURPLE,,,,,,
G1070,G1070W-PURPLE-16W,,,,16W,PURPLE,,,,,,
G1070,G1070W-PURPLE-18W,,,,18W,PURPLE,,,,,,
G1070,G1070W-PURPLE-20W,,,,20W,PURPLE,,,,,,
G1070,G1070W-PURPLE-22W,,,,22W,PURPLE,,,,,,
G1070,G1070W-PURPLE-24W,,,,24W,PURPLE,,,,,,
G1070,G1070W-PURPLE-26W,,,,26W,PURPLE,,,,,,
G1070,G1070W-RED-14W,,,,14W,RED,,,,,,
G1070,G1070W-RED-16W,,,,16W,RED,,,,,,
G1070,G1070W-RED-18W,,,,18W,RED,,,,,,
G1070,G1070W-RED-20W,,,,20W,RED,,,,,,
G1070,G1070W-RED-22W,,,,22W,RED,,,,,,
G1070,G1070W-RED-24W,,,,24W,RED,,,,,,
G1070,G1070W-RED-26W,,,,26W,RED,,,,,,
G1070,G1070W-WHT-14W,,,,14W,WHT,,,,,,
G1070,G1070W-WHT-16W,,,,16W,WHT,,,,,,
G1070,G1070W-WHT-18W,,,,18W,WHT,,,,,,
G1070,G1070W-WHT-20W,,,,20W,WHT,,,,,,
G1070,G1070W-WHT-22W,,,,22W,WHT,,,,,,
G1070,G1070W-WHT-24W,,,,24W,WHT,,,,,,
G1070,G1070W-WHT-26W,,,,26W,WHT,,,,,,
G1072,G1072-A. GRN-10,,,,10,A. GRN,,,,,,
G1072,G1072-A. GRN-12,,,,12,A. GRN,,,,,,
G1072,G1072-A. GRN-14,,,,14,A. GRN,,,,,,
G1072,G1072-A. GRN-16,,,,16,A. GRN,,,,,,
G1072,G1072-A. GRN-18,,,,18,A. GRN,,,,,,
G1072,G1072-PURPLE-10,,,,10,PURPLE,,,,,,
G1072,G1072-PURPLE-12,,,,12,PURPLE,,,,,,
G1072,G1072-PURPLE-14,,,,14,PURPLE,,,,,,
G1072,G1072-PURPLE-16,,,,16,PURPLE,,,,,,
G1072,G1072-PURPLE-18,,,,18,PURPLE,,,,,,
G1072,G1072-WHT-10,,,,10,WHT,,,,,,
G1072,G1072-WHT-12,,,,12,WHT,,,,,,
G1072,G1072-WHT-14,,,,14,WHT,,,,,,
G1072,G1072-WHT-16,,,,16,WHT,,,,,,
G1072,G1072-WHT-18,,,,18,WHT,,,,,,
G1072,G1072W-A. GRN-14W,,,,14W,A. GRN,,,,,,
G1072,G1072W-A. GRN-16W,,,,16W,A. GRN,,,,,,
G1072,G1072W-A. GRN-18W,,,,18W,A. GRN,,,,,,
G1072,G1072W-A. GRN-20W,,,,20W,A. GRN,,,,,,
G1072,G1072W-A. GRN-22W,,,,22W,A. GRN,,,,,,
G1072,G1072W-A. GRN-24W,,,,24W,A. GRN,,,,,,
G1072,G1072W-PURPLE-14W,,,,14W,PURPLE,,,,,,
G1072,G1072W-PURPLE-16W,,,,16W,PURPLE,,,,,,
G1072,G1072W-PURPLE-18W,,,,18W,PURPLE,,,,,,
G1072,G1072W-PURPLE-20W,,,,20W,PURPLE,,,,,,
G1072,G1072W-PURPLE-22W,,,,22W,PURPLE,,,,,,
G1072,G1072W-PURPLE-24W,,,,24W,PURPLE,,,,,,
G1072,G1072W-WHT-14W,,,,14W,WHT,,,,,,
G1072,G1072W-WHT-16W,,,,16W,WHT,,,,,,
G1072,G1072W-WHT-18W,,,,18W,WHT,,,,,,
G1072,G1072W-WHT-20W,,,,20W,WHT,,,,,,
G1072,G1072W-WHT-22W,,,,22W,WHT,,,,,,
G1072,G1072W-WHT-24W,,,,24W,WHT,,,,,,
G1074,G1074-A. GRN-10,,,,10,A. GRN,,,,,,
G1074,G1074-A. GRN-12,,,,12,A. GRN,,,,,,
G1074,G1074-A. GRN-14,,,,14,A. GRN,,,,,,
G1074,G1074-A. GRN-16,,,,16,A. GRN,,,,,,
G1074,G1074-A. GRN-18,,,,18,A. GRN,,,,,,
G1074,G1074-PINK-10,,,,10,PINK,,,,,,
G1074,G1074-PINK-12,,,,12,PINK,,,,,,
G1074,G1074-PINK-14,,,,14,PINK,,,,,,
G1074,G1074-PINK-16,,,,16,PINK,,,,,,
G1074,G1074-PINK-18,,,,18,PINK,,,,,,
G1074,G1074-WHT-10,,,,10,WHT,,,,,,
G1074,G1074-WHT-12,,,,12,WHT,,,,,,
G1074,G1074-WHT-14,,,,14,WHT,,,,,,
G1074,G1074-WHT-16,,,,16,WHT,,,,,,
G1074,G1074-WHT-18,,,,18,WHT,,,,,,
G1074,G1074W-A. GRN-14W,,,,14W,A. GRN,,,,,,
G1074,G1074W-A. GRN-16W,,,,16W,A. GRN,,,,,,
G1074,G1074W-A. GRN-18W,,,,18W,A. GRN,,,,,,
G1074,G1074W-A. GRN-20W,,,,20W,A. GRN,,,,,,
G1074,G1074W-A. GRN-22W,,,,22W,A. GRN,,,,,,
G1074,G1074W-A. GRN-24W,,,,24W,A. GRN,,,,,,
G1074,G1074W-A. GRN-26W,,,,26W,A. GRN,,,,,,
G1074,G1074W-PINK-14W,,,,14W,PINK,,,,,,
G1074,G1074W-PINK-16W,,,,16W,PINK,,,,,,
G1074,G1074W-PINK-18W,,,,18W,PINK,,,,,,
G1074,G1074W-PINK-20W,,,,20W,PINK,,,,,,
G1074,G1074W-PINK-22W,,,,22W,PINK,,,,,,
G1074,G1074W-PINK-24W,,,,24W,PINK,,,,,,
G1074,G1074W-PINK-26W,,,,26W,PINK,,,,,,
G1074,G1074W-WHT-14W,,,,14W,WHT,,,,,,
G1074,G1074W-WHT-16W,,,,16W,WHT,,,,,,
G1074,G1074W-WHT-18W,,,,18W,WHT,,,,,,
G1074,G1074W-WHT-20W,,,,20W,WHT,,,,,,
G1074,G1074W-WHT-22W,,,,22W,WHT,,,,,,
G1074,G1074W-WHT-24W,,,,24W,WHT,,,,,,
G1074,G1074W-WHT-26W,,,,26W,WHT,,,,,,
G1080,G1080-PURPLE-8,,,,8,PURPLE,,,,,,
G1080,G1080-PURPLE-10,,,,10,PURPLE,,,,,,
G1080,G1080-PURPLE-12,,,,12,PURPLE,,,,,,
G1080,G1080-PURPLE-14,,,,14,PURPLE,,,,,,
G1080,G1080-PURPLE-16,,,,16,PURPLE,,,,,,
G1080,G1080-PURPLE-18,,,,18,PURPLE,,,,,,
G1080,G1080-RED-8,,,,8,RED,,,,,,
G1080,G1080-RED-10,,,,10,RED,,,,,,
G1080,G1080-RED-12,,,,12,RED,,,,,,
G1080,G1080-RED-14,,,,14,RED,,,,,,
G1080,G1080-RED-16,,,,16,RED,,,,,,
G1080,G1080-RED-18,,,,18,RED,,,,,,
G1080,G1080-WHT-8,,,,8,WHT,,,,,,
G1080,G1080-WHT-10,,,,10,WHT,,,,,,
G1080,G1080-WHT-12,,,,12,WHT,,,,,,
G1080,G1080-WHT-14,,,,14,WHT,,,,,,
G1080,G1080-WHT-16,,,,16,WHT,,,,,,
G1080,G1080-WHT-18,,,,18,WHT,,,,,,
G1080,G1080W-PURPLE-14W,,,,14W,PURPLE,,,,,,
G1080,G1080W-PURPLE-16W,,,,16W,PURPLE,,,,,,
G1080,G1080W-PURPLE-18W,,,,18W,PURPLE,,,,,,
G1080,G1080W-PURPLE-20W,,,,20W,PURPLE,,,,,,
