Supplier SKU,URL,URL-2,URL-3
HG1007-Emerald-OS,https://dl.dropboxusercontent.com/s/2zba12x8u93fb00/hg1007%20emerald.jpg?dl=0,0,0
HG1007-ICE BLUE-OS,https://dl.dropboxusercontent.com/s/d7tw3lgxff40bxa/hg1007%20ice%20blue.jpg?dl=0,0,0
HG1007-IVY-OS,0,0,0
HG1007-NAVY-OS,https://dl.dropboxusercontent.com/s/pz4lrmxv9tmzhw9/hg1007%20navy.jpg?dl=0,0,0
HG1007-SIL-OS,https://dl.dropboxusercontent.com/s/jgt7oqarpuwuyc9/hg1007%20silver.jpg?dl=0,0,0
HG1007-WHT-OS,0,0,0
HG1035-BLK/ROYAL-OS,https://dl.dropboxusercontent.com/s/9tccea8i7108uw9/hg1035%20black-royal.jpg?dl=0,0,0
HG1037/39-EMERALD/WHT-OS,https://dl.dropboxusercontent.com/s/r7ikz4re3vhkadz/hg1037-39%20emerald-wht.jpg?dl=0,0,0
HG1037/39-GOLD/WHT-OS,https://dl.dropboxusercontent.com/s/xe0539r41rqp2ow/hg1037-39%20gold-wht.jpg?dl=0,0,0
HG1040-PEACOCK-OS,https://dl.dropboxusercontent.com/s/ypo363us7na5uqo/hg1040%20peacock.jpg?dl=0,0,0
HG1040-VIOLET-OS,https://dl.dropboxusercontent.com/s/uvdrhxfmeppzz56/hg1040%20violet.jpg?dl=0,0,0
HG1046-PURPLE-OS,https://dl.dropboxusercontent.com/s/0ddb90abj9umwaw/hg1046%20purple.jpg?dl=0,0,0
HG1046-TURQ-OS,https://dl.dropboxusercontent.com/s/qht9bkm8wd98fi3/hg1046%20turq.jpg?dl=0,0,0
HG1059-BLK-OS,https://dl.dropboxusercontent.com/s/p93ow7xrrgkstuo/hg1059%20black.jpg?dl=0,0,0
HG1059-FUCHSIA-OS,https://dl.dropboxusercontent.com/s/tu0t1f3fkikb9sw/hg1059%20fuchsia.jpg?dl=0,0,0
HG1059-IVY-OS,0,0,0
HG1060-LAV-OS,https://dl.dropboxusercontent.com/s/cw5fjgcghtjdf8v/hg1060%20lavender.jpg?dl=0,0,0
HG1060-OFF WHT-OS,https://dl.dropboxusercontent.com/s/stzrjf2eovee3a1/hg1060%20offwhite.jpg?dl=0,0,0
HG1061-BLUE-OS,https://dl.dropboxusercontent.com/s/djxdxl3o8lqr9na/hg1061%20blue.jpg?dl=0,0,0
HG1061-SIL-OS,https://dl.dropboxusercontent.com/s/wjkrwwbgjycwqfp/hg1061%20silver.jpg?dl=0,0,0
HG1062-MUSTARD-OS,https://dl.dropboxusercontent.com/s/eflzqx90vmnagof/hg1062%20mustard.jpg?dl=0,0,0
HG1066-FUCHSIA-OS,https://dl.dropboxusercontent.com/s/tfejlj6ogzxzbl1/hg1066%20fuchsia.jpg?dl=0,0,0
HG1066-MUSTARD-OS,https://dl.dropboxusercontent.com/s/i2j1lrawbtp5qbu/hg1066%20mustard.jpg?dl=0,0,0
HG1067/68-NAVY-OS,https://dl.dropboxusercontent.com/s/al0qfismr17peba/hg1067-68%20navy.jpg?dl=0,0,0
HG1067/68-PURPLE-OS,https://dl.dropboxusercontent.com/s/33c6ccdyri5gdpv/hg1067-68%20purple-gold.jpg?dl=0,0,0
HG1067/68-RED-OS,https://dl.dropboxusercontent.com/s/knw74jr34vwzvd9/hg1067-68%20red-blk.jpg?dl=0,0,0
HG1069-CINNAMON-OS,https://dl.dropboxusercontent.com/s/fcarb7tnnye741o/hg1069%20cinnamon.jpg?dl=0,0,0
HG1069-IVY-OS,0,0,0
HG1069-SIL-OS,https://dl.dropboxusercontent.com/s/8mis0zjo447u5w7/hg1069%20silver-steel.jpg?dl=0,0,0
HG1081-BLK-OS,https://dl.dropboxusercontent.com/s/kxko0u9xfvyve5e/hg1081%20black.jpg?dl=0,0,0
HG1081-MUSTARD GLD-OS,https://dl.dropboxusercontent.com/s/50ws7gx21mowzzv/hg1081%20mustard%20gold.jpg?dl=0,0,0
HG1081-RED-OS,https://dl.dropboxusercontent.com/s/toemo61eiv2f1ya/hg1081%20red.jpg?dl=0,0,0
HM1020-BLK-OS,https://dl.dropboxusercontent.com/s/n4rmi4lu7qpli5h/hm1020%20black.jpg?dl=0,0,0
HM1020-WHT-OS,https://dl.dropboxusercontent.com/s/5bi6lnvnhozcu8p/hm1020%20white.jpg?dl=0,0,0
HM935-BLK-OS,https://dl.dropboxusercontent.com/s/9k7e5helni4qxpy/hm935%20black.jpg?dl=0,0,0
HM935-CHOCO-OS,https://dl.dropboxusercontent.com/s/bwgz0ddit87tjrp/hm935%20chocolate.jpg?dl=0,0,0
HM935-NAVY-OS,https://dl.dropboxusercontent.com/s/vt0vjz5q5vc3hys/hm935%20navy.jpg?dl=0,0,0
HM935-RYL-OS,https://dl.dropboxusercontent.com/s/ag9rky59tyr0rh8/hm935%20royal.jpg?dl=0,0,0
HM935-WHT-OS,https://dl.dropboxusercontent.com/s/r30xa1ajfv9j1li/hm935%20white.jpg?dl=0,0,0
HM948-LILAC-OS,https://dl.dropboxusercontent.com/s/bksbmymrp8mv9e0/hm948%20lilac.jpg?dl=0,0,0
HM948-PASTEL GRN-OS,https://dl.dropboxusercontent.com/s/c0qe224i0cknwht/hm948%20pastel%20green.jpg?dl=0,0,0
HM948-PINK-OS,https://dl.dropboxusercontent.com/s/iln20glojz9ar24/hm948%20pink.jpg?dl=0,0,0
HM948-WHT-OS,https://dl.dropboxusercontent.com/s/xp25oube83w736y/hm948%20white.jpg?dl=0,0,0
HM953-ROSE-OS,https://dl.dropboxusercontent.com/s/nwu2ff7tuc255uu/hm953%20rose.jpg?dl=0,0,0
HM953-SAPPHIRE-OS,https://dl.dropboxusercontent.com/s/q4gs5tcbw7m0dlo/hm953%20sapphire.jpg?dl=0,0,0
HM953-SIL-OS,0,0,0
HM954-ICE BLUE-OS,https://dl.dropboxusercontent.com/s/aiq3zhglkbv2erc/hm954%20ice%20blue.jpg?dl=0,0,0
HM954-PINK-OS,https://dl.dropboxusercontent.com/s/fwttyl63787o2s0/hm954%20pink.jpg?dl=0,0,0
HM956-PEACOCK-OS,https://dl.dropboxusercontent.com/s/m7s1v2s8ia56uet/hm956%20peacock.jpg?dl=0,0,0
HM957-PURPLE-OS,https://dl.dropboxusercontent.com/s/ikpwkl0rn8l5965/hm957%20purple.jpg?dl=0,0,0
HM957-RED-OS,https://dl.dropboxusercontent.com/s/fqrepgnttlyjeuv/hm957%20red.jpg?dl=0,0,0
HM958-BLUE-OS,https://dl.dropboxusercontent.com/s/k8mgp4a4jxlas1h/hm958%20blue.jpg?dl=0,0,0
HM958-PEACOCK-OS,https://dl.dropboxusercontent.com/s/91ghv3oql7yayy5/hm958%20peacock.jpg?dl=0,0,0
HM958-PINK-OS,https://dl.dropboxusercontent.com/s/27x1v63rm7l3vmr/hm958%20pink.jpg?dl=0,0,0
HM959-Animal-OS,https://dl.dropboxusercontent.com/s/otybw1ddh5yle3o/hm959%20animal.jpg?dl=0,0,0
HM960-BLUE-OS,https://dl.dropboxusercontent.com/s/3h42ui1mjno8hif/hm960%20blue.jpg?dl=0,0,0
HM960-MAUVE-OS,https://dl.dropboxusercontent.com/s/7oomxb5s6ta9ap5/hm960%20mauve.jpg?dl=0,0,0
HM960-PINK-OS,https://dl.dropboxusercontent.com/s/dhklbysln5p3170/hm960%20pink.jpg?dl=0,0,0
HM960-WHT-OS,https://dl.dropboxusercontent.com/s/gk81aloozv0vcdw/hm960%20white.jpg?dl=0,0,0
HM961-LAV-OS,https://dl.dropboxusercontent.com/s/9osz1vemuaken4b/hm961%20lavender.jpg?dl=0,0,0
HM961-NAVY-OS,https://dl.dropboxusercontent.com/s/09bvryv0ryz3215/hm961%20navy.jpg?dl=0,0,0
HM961-YELLOW-OS,https://dl.dropboxusercontent.com/s/5jkqabwhlfwuw8e/hm961%20yellow.jpg?dl=0,0,0
HM964-LIME-OS,https://dl.dropboxusercontent.com/s/5ur6qh6zlyrm81n/hm964%20lime.jpg?dl=0,0,0
HM965-ICE BLUE-OS,https://dl.dropboxusercontent.com/s/0r7ow8gi2s6aecf/hm965%20iceblue.jpg?dl=0,0,0
HM965-WHT-OS,https://dl.dropboxusercontent.com/s/ss8ns9h4d8ers5j/hm965%20white.jpg?dl=0,0,0
HM967-BLK-OS,https://dl.dropboxusercontent.com/s/docn9v2bfl7ubqz/hm967%20black.jpg?dl=0,0,0
HM967-BLUE-OS,https://dl.dropboxusercontent.com/s/rngp1bzpked2rdy/hm967%20blue.jpg?dl=0,0,0
HM967-PINK-OS,https://dl.dropboxusercontent.com/s/uh4od20zqqolm8t/hm967%20pink.jpg?dl=0,0,0
HM967-WHT-OS,https://dl.dropboxusercontent.com/s/dzzwr47en9lqwyo/hm967%20white.jpg?dl=0,0,0
HM968-RYL-OS,https://dl.dropboxusercontent.com/s/u15h5k2zrvsevl9/hm968%20royal.jpg?dl=0,0,0
HM969-W/B-OS,https://dl.dropboxusercontent.com/s/msix2xnmb70b4x1/hm969%20white-black.jpg?dl=0,0,0
HM970-BLK-OS,https://dl.dropboxusercontent.com/s/8teer59n6av1qik/hm970%20black.jpg?dl=0,0,0
HM970-RYL-OS,https://dl.dropboxusercontent.com/s/p959ivx8ndusw7j/hm970%20royal.jpg?dl=0,0,0
HM970-WHT-OS,https://dl.dropboxusercontent.com/s/s4o5jep1mxp0fbv/hm970%20white.jpg?dl=0,0,0
HM971-BLK-OS,https://dl.dropboxusercontent.com/s/u0ipflqarft9kdx/hm971%20black.jpg?dl=0,0,0
HM971-PURPLE-OS,https://dl.dropboxusercontent.com/s/fsuzy213ktjg2so/hm971%20purple.jpg?dl=0,0,0
HM971-RYL-OS,https://dl.dropboxusercontent.com/s/d2178t1cxemiaum/hm971%20royal.jpg?dl=0,0,0
HR1020-PURPLE-OS,https://dl.dropboxusercontent.com/s/w7xkfr04qnpguax/hr1020%20purple.jpg?dl=0,0,0
HR1030-NAVY-OS,https://dl.dropboxusercontent.com/s/p4r7a6ii2yns4fw/hr1030%20navy.jpg?dl=0,0,0
HR1031-GREEN-OS,https://dl.dropboxusercontent.com/s/1gmrk5vq8optqhm/hr1031%20green.jpg?dl=0,0,0
HR1031-SIL-OS,https://dl.dropboxusercontent.com/s/nj9jnlfjacmkldn/hr1031%20silver.jpg?dl=0,0,0
HR1031-TURQ-OS,https://dl.dropboxusercontent.com/s/jfyxrrla0jievj2/hr1031%20turq.jpg?dl=0,0,0
HR1031-WHT-OS,https://dl.dropboxusercontent.com/s/ylt3g4zvu2ark2w/hr1031%20white.jpg?dl=0,0,0
HR1036-PURPLE-OS,0,0,0
HR1037-BLK-OS,https://dl.dropboxusercontent.com/s/oyvhylv1vshj0z1/hr1037%20black.jpg?dl=0,0,0
HR1037-CHAM-OS,https://dl.dropboxusercontent.com/s/zbh8uc8qiostkgs/hr1037%20champagne.jpg?dl=0,0,0
HR1037-NAVY-OS,https://dl.dropboxusercontent.com/s/ps9rfdautizihy7/hr1037%20navy.jpg?dl=0,0,0
HR1037-RED-OS,https://dl.dropboxusercontent.com/s/7r2y31h7ycf4i9z/hr1037%20red.jpg?dl=0,0,0
HR1037-SIL-OS,https://dl.dropboxusercontent.com/s/hlgw2w0wypyi0dq/hr1037%20silver.jpg?dl=0,0,0
HR1037-WHT-OS,https://dl.dropboxusercontent.com/s/dp1bjbx61lh22iw/hr1037%20white.jpg?dl=0,0,0
HR1038-CHAMP/CHOCO-OS,https://dl.dropboxusercontent.com/s/z5ycho7utrx35j8/hr1038%20cham-choco.jpg?dl=0,0,0
HR1038-SIL/ST-OS,https://dl.dropboxusercontent.com/s/cd1uvg51y8gr5vf/hr1038%20silver-steel.jpg?dl=0,0,0
HR1040-EMERALD/WHT-OS,0,0,0
HR1052-BLACK/WHT-OS,https://dl.dropboxusercontent.com/s/vw102pd6ofjiaj9/hr1052%20black-white.jpg?dl=0,0,0
HR1053-BLK-OS,https://dl.dropboxusercontent.com/s/hgqlfo0o5kk3g50/hr1053%20black.jpg?dl=0,0,0
HR1053-PURPLE-OS,https://dl.dropboxusercontent.com/s/zsdvco1abrkewi3/hr1053%20purple.jpg?dl=0,0,0
HR1055-CHAM-OS,https://dl.dropboxusercontent.com/s/40x78ho9g776osp/hr1055%20champagne.jpg?dl=0,0,0
HR1055-CHOCO-OS,https://dl.dropboxusercontent.com/s/8lxoefgf80w4ob5/hr1055%20chocolate.jpg?dl=0,0,0
HR1055-IVY-OS,https://dl.dropboxusercontent.com/s/i8bjnx5cpt3d6qy/hr1055%20ivory.jpg?dl=0,0,0
HR1055-SIL-OS,https://dl.dropboxusercontent.com/s/e8i38g1txunn1o2/hr1055%20silver.jpg?dl=0,0,0
HR1056-CRAN-OS,https://dl.dropboxusercontent.com/s/loohnptlrr5all8/hr1056%20cranberry.jpg?dl=0,0,0
HR1056-RED-OS,https://dl.dropboxusercontent.com/s/p7lmyyphltfwelv/hr1056%20red.jpg?dl=0,0,0
HR1056-RYL-OS,https://dl.dropboxusercontent.com/s/0lxxlfqo71ny4ma/hr1056%20royal.jpg?dl=0,0,0
HR1056-WHT-OS,https://dl.dropboxusercontent.com/s/m4hndlhy9marjp8/hr1056%20white.jpg?dl=0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
