style,color,url,index
D1446, Navy-wht,https://dl.dropboxusercontent.com/s/i6d2jq5miwlme53/d1446%20navy-wht.jpg?dl=0,0
D1446, Red-black,https://dl.dropboxusercontent.com/s/7lmb432cjphhlqb/d1446%20red-black.jpg?dl=0,0
D1446, White-blk,https://dl.dropboxusercontent.com/s/yf5h5oqjt1mmtqq/d1446%20white-blk.jpg?dl=0,0
D1449, Royal-blk,https://dl.dropboxusercontent.com/s/98uggjdv9ylm3vq/d1449%20royal-blk.jpg?dl=0,0
D1449, Royal-blk,https://dl.dropboxusercontent.com/s/lcpfxqu5tdwatrd/d1449%20royal-blk_dress.jpg?dl=0,dress.jp
D1450, Black,https://dl.dropboxusercontent.com/s/ucyis2kaunoso6a/d1450%20black.jpg?dl=0,0
D1450, Ivory,https://dl.dropboxusercontent.com/s/eh9aaor6o95udce/d1450%20ivory_1.jpg?dl=0,1.jp
D1450, Ivory,https://dl.dropboxusercontent.com/s/hjtnyjzt0gexme1/d1450%20ivory_2.jpg?dl=0,2.jp
D1450, Lime,https://dl.dropboxusercontent.com/s/v203393j58420u6/d1450%20lime.jpg?dl=0,0
D1450, Purple,https://dl.dropboxusercontent.com/s/zeg3w067ncng6c0/d1450%20purple.jpg?dl=0,0
D1450, Royal,https://dl.dropboxusercontent.com/s/4p3xlbzzquij2p1/d1450%20royal.jpg?dl=0,0
D1450, Royal,https://dl.dropboxusercontent.com/s/3z1my6re2vbg49f/d1450%20royal_back.jpg?dl=0,back.jp
D1451, Black,https://dl.dropboxusercontent.com/s/4kvhcbwpgn6fb8o/d1451%20black.jpg?dl=0,0
D1451, Cranberry,https://dl.dropboxusercontent.com/s/bk0epinjkzgqnm7/d1451%20cranberry.jpg?dl=0,0
D1451, White,https://dl.dropboxusercontent.com/s/3r3l8ud0hkhx95s/d1451%20white.jpg?dl=0,0
D1453, Black,https://dl.dropboxusercontent.com/s/q28i2poge6vtchn/d1453%20black.jpg?dl=0,0
D1453, Ice blue,https://dl.dropboxusercontent.com/s/srvql7hjbq9p944/d1453%20ice%20blue.jpg?dl=0,0
D1453, Pink,https://dl.dropboxusercontent.com/s/1yn677oobhxuhye/d1453%20pink.jpg?dl=0,0
D1453, White,https://dl.dropboxusercontent.com/s/e204voviz7vhxtv/d1453%20white.jpg?dl=0,0
D1455, Black,https://dl.dropboxusercontent.com/s/s37ewtnd7gfvcyn/d1455%20black.jpg?dl=0,0
D1455, Lavender,https://dl.dropboxusercontent.com/s/3g0jlpuw6w40gl3/d1455%20lavender.jpg?dl=0,0
D1455, Lavender,https://dl.dropboxusercontent.com/s/cpfp3j3rxheuxsv/d1455%20lavender_back.jpg?dl=0,back.jp
D1455, White,https://dl.dropboxusercontent.com/s/5amqjrnahy99a5g/d1455%20white.jpg?dl=0,0
D1457, White-blue,https://dl.dropboxusercontent.com/s/lefgq2e1855zye1/d1457%20white-blue.jpg?dl=0,0
D1457, White-pink,https://dl.dropboxusercontent.com/s/bxgm4rgkevbojp5/d1457%20white-pink.jpg?dl=0,0
D1458, Burgundy,https://dl.dropboxusercontent.com/s/6b9objx3clshmfy/d1458%20burgundy.jpg?dl=0,0
