Style,ATS COLOR,COLOR,SIZE,URL,INDEX
G0844W,GLD/BLK, Gold-blk,14W,https://dl.dropboxusercontent.com/s/0zmm4h96q4fz7lg/G0844%20Gold-blk_wm.jpg?dl=0,0
G0844W,GLD/BLK, Gold-blk,16W,https://dl.dropboxusercontent.com/s/snioj559bmsdkkz/G0844%20Gold-blk_back_wm.jpg?dl=0,back
G0844W,GLD/BLK, Gold-blk,16W,https://dl.dropboxusercontent.com/s/488pj3l8x63ynh1/G0844%20Gold-blk_cami_wm.jpg?dl=0,cami
G0844W,GLD/BLK, Gold-blk,16W,https://dl.dropboxusercontent.com/s/0zmm4h96q4fz7lg/G0844%20Gold-blk_wm.jpg?dl=0,0
G0844W,GLD/BLK, Gold-blk,18W,https://dl.dropboxusercontent.com/s/snioj559bmsdkkz/G0844%20Gold-blk_back_wm.jpg?dl=0,back
G0844W,GLD/BLK, Gold-blk,18W,https://dl.dropboxusercontent.com/s/488pj3l8x63ynh1/G0844%20Gold-blk_cami_wm.jpg?dl=0,cami
G0844W,GLD/BLK, Gold-blk,18W,https://dl.dropboxusercontent.com/s/0zmm4h96q4fz7lg/G0844%20Gold-blk_wm.jpg?dl=0,0
G0844W,GLD/BLK, Gold-blk,20W,https://dl.dropboxusercontent.com/s/snioj559bmsdkkz/G0844%20Gold-blk_back_wm.jpg?dl=0,back
G0844W,GLD/BLK, Gold-blk,20W,https://dl.dropboxusercontent.com/s/488pj3l8x63ynh1/G0844%20Gold-blk_cami_wm.jpg?dl=0,cami
G0844W,GLD/BLK, Gold-blk,20W,https://dl.dropboxusercontent.com/s/0zmm4h96q4fz7lg/G0844%20Gold-blk_wm.jpg?dl=0,0
G0844W,GLD/BLK, Gold-blk,22W,https://dl.dropboxusercontent.com/s/snioj559bmsdkkz/G0844%20Gold-blk_back_wm.jpg?dl=0,back
G0844W,GLD/BLK, Gold-blk,22W,https://dl.dropboxusercontent.com/s/488pj3l8x63ynh1/G0844%20Gold-blk_cami_wm.jpg?dl=0,cami
G0844W,GLD/BLK, Gold-blk,22W,https://dl.dropboxusercontent.com/s/0zmm4h96q4fz7lg/G0844%20Gold-blk_wm.jpg?dl=0,0
G0844W,ICE BLUE, Ice blue,14W,https://dl.dropboxusercontent.com/s/62kekclbs01ctcq/G0844%20Ice%20blue_wm.jpg?dl=0,0
G0844W,ICE BLUE, Ice blue,16W,https://dl.dropboxusercontent.com/s/62kekclbs01ctcq/G0844%20Ice%20blue_wm.jpg?dl=0,0
G0844W,ICE BLUE, Ice blue,18W,https://dl.dropboxusercontent.com/s/62kekclbs01ctcq/G0844%20Ice%20blue_wm.jpg?dl=0,0
G0844W,ICE BLUE, Ice blue,20W,https://dl.dropboxusercontent.com/s/62kekclbs01ctcq/G0844%20Ice%20blue_wm.jpg?dl=0,0
G0844W,ICE BLUE, Ice blue,22W,https://dl.dropboxusercontent.com/s/62kekclbs01ctcq/G0844%20Ice%20blue_wm.jpg?dl=0,0
G0844W,ICE BLUE, Ice blue,24W,https://dl.dropboxusercontent.com/s/62kekclbs01ctcq/G0844%20Ice%20blue_wm.jpg?dl=0,0
G0844W,IVY, Ivory,14W,https://dl.dropboxusercontent.com/s/a4yyswy1wr3eltp/G0844%20Ivory_wm.jpg?dl=0,0
G0844W,IVY, Ivory,16W,https://dl.dropboxusercontent.com/s/a4yyswy1wr3eltp/G0844%20Ivory_wm.jpg?dl=0,0
G0844W,IVY, Ivory,18W,https://dl.dropboxusercontent.com/s/a4yyswy1wr3eltp/G0844%20Ivory_wm.jpg?dl=0,0
G0844W,IVY, Ivory,20W,https://dl.dropboxusercontent.com/s/a4yyswy1wr3eltp/G0844%20Ivory_wm.jpg?dl=0,0
G0844W,IVY, Ivory,22W,https://dl.dropboxusercontent.com/s/a4yyswy1wr3eltp/G0844%20Ivory_wm.jpg?dl=0,0
G0844W,IVY, Ivory,24W,https://dl.dropboxusercontent.com/s/a4yyswy1wr3eltp/G0844%20Ivory_wm.jpg?dl=0,0
G0844W,IVY, Ivory,26W,https://dl.dropboxusercontent.com/s/a4yyswy1wr3eltp/G0844%20Ivory_wm.jpg?dl=0,0
G0844W,SIL, Silver,14W,https://dl.dropboxusercontent.com/s/l6uu43nr7ftcj4n/G0844%20Silver_1_wm.jpg?dl=0,1
G0844W,SIL, Silver,14W,https://dl.dropboxusercontent.com/s/1ztodt17v02kc06/G0844%20Silver_2_wm.jpg?dl=0,2
G0844W,SIL, Silver,16W,https://dl.dropboxusercontent.com/s/l6uu43nr7ftcj4n/G0844%20Silver_1_wm.jpg?dl=0,1
G0844W,SIL, Silver,16W,https://dl.dropboxusercontent.com/s/1ztodt17v02kc06/G0844%20Silver_2_wm.jpg?dl=0,2
G0844W,SIL, Silver,18W,https://dl.dropboxusercontent.com/s/l6uu43nr7ftcj4n/G0844%20Silver_1_wm.jpg?dl=0,1
G0844W,SIL, Silver,18W,https://dl.dropboxusercontent.com/s/1ztodt17v02kc06/G0844%20Silver_2_wm.jpg?dl=0,2
G0844W,SIL, Silver,20W,https://dl.dropboxusercontent.com/s/l6uu43nr7ftcj4n/G0844%20Silver_1_wm.jpg?dl=0,1
G0844W,SIL, Silver,20W,https://dl.dropboxusercontent.com/s/1ztodt17v02kc06/G0844%20Silver_2_wm.jpg?dl=0,2
G0844W,SIL, Silver,22W,https://dl.dropboxusercontent.com/s/l6uu43nr7ftcj4n/G0844%20Silver_1_wm.jpg?dl=0,1
G0844W,SIL, Silver,22W,https://dl.dropboxusercontent.com/s/1ztodt17v02kc06/G0844%20Silver_2_wm.jpg?dl=0,2
G0844W,SIL, Silver,24W,https://dl.dropboxusercontent.com/s/l6uu43nr7ftcj4n/G0844%20Silver_1_wm.jpg?dl=0,1
G0844W,SIL, Silver,24W,https://dl.dropboxusercontent.com/s/1ztodt17v02kc06/G0844%20Silver_2_wm.jpg?dl=0,2
G0844W,SIL, Silver,26W,https://dl.dropboxusercontent.com/s/l6uu43nr7ftcj4n/G0844%20Silver_1_wm.jpg?dl=0,1
G0844W,SIL, Silver,26W,https://dl.dropboxusercontent.com/s/1ztodt17v02kc06/G0844%20Silver_2_wm.jpg?dl=0,2
G0844W,WHT, White,14W,https://dl.dropboxusercontent.com/s/g243gff0nh8iqjq/G0844%20White_wm.jpg?dl=0,0
G0844W,WHT, White,16W,https://dl.dropboxusercontent.com/s/g243gff0nh8iqjq/G0844%20White_wm.jpg?dl=0,0
G0844W,WHT, White,18W,https://dl.dropboxusercontent.com/s/g243gff0nh8iqjq/G0844%20White_wm.jpg?dl=0,0
G0844W,WHT, White,20W,https://dl.dropboxusercontent.com/s/g243gff0nh8iqjq/G0844%20White_wm.jpg?dl=0,0
G0844W,WHT, White,22W,https://dl.dropboxusercontent.com/s/g243gff0nh8iqjq/G0844%20White_wm.jpg?dl=0,0
G0844W,WHT, White,24W,https://dl.dropboxusercontent.com/s/g243gff0nh8iqjq/G0844%20White_wm.jpg?dl=0,0
G1001,BLK, Black,10,https://dl.dropboxusercontent.com/s/qw3xc3euvg1giy6/G1001%20Black_wm.jpg?dl=0,0
G1001,BLK, Black,12,https://dl.dropboxusercontent.com/s/qw3xc3euvg1giy6/G1001%20Black_wm.jpg?dl=0,0
G1001,BLK, Black,14,https://dl.dropboxusercontent.com/s/qw3xc3euvg1giy6/G1001%20Black_wm.jpg?dl=0,0
G1001,BLK, Black,16,https://dl.dropboxusercontent.com/s/qw3xc3euvg1giy6/G1001%20Black_wm.jpg?dl=0,0
G1001,BLK, Black,18,https://dl.dropboxusercontent.com/s/qw3xc3euvg1giy6/G1001%20Black_wm.jpg?dl=0,0
G1001W,BLK, Black,14W,https://dl.dropboxusercontent.com/s/qw3xc3euvg1giy6/G1001%20Black_wm.jpg?dl=0,0
G1001W,BLK, Black,16W,https://dl.dropboxusercontent.com/s/qw3xc3euvg1giy6/G1001%20Black_wm.jpg?dl=0,0
